# phi u uprime x y
2.65137 0.764841 0.441257 -1.15348 0.615581
2.69005 0.782086 0.450024 -1.15048 0.557932
2.729 0.799779 0.45817 -1.14542 0.501369
2.76822 0.817899 0.465669 -1.13841 0.445974
2.8077 0.836426 0.472495 -1.12954 0.391819
2.84744 0.855335 0.478624 -1.11892 0.338962
2.88746 0.874602 0.484029 -1.10665 0.287457
2.92773 0.8942 0.488687 -1.09284 0.237343
2.96828 0.9141 0.492575 -1.07758 0.188653
3.00909 0.934272 0.49567 -1.06097 0.141415
3.05015 0.954685 0.497952 -1.04309 0.095645
3.09148 0.975303 0.499399 -1.02404 0.0513563
3.13307 0.996093 0.499995 -1.00389 0.00855522
3.17491 1.01702 0.49972 -0.982721 -0.0327569
3.21701 1.03804 0.498561 -0.960618 -0.0725831
3.25935 1.05912 0.496504 -0.937645 -0.11093
3.30194 1.08021 0.493536 -0.913872 -0.147809
3.34478 1.10127 0.489647 -0.88936 -0.183231
3.38785 1.12227 0.484831 -0.86417 -0.217214
3.43115 1.14315 0.479082 -0.838358 -0.249775
3.47469 1.16387 0.472395 -0.811975 -0.280932
3.51845 1.18439 0.464772 -0.78507 -0.310707
3.56243 1.20465 0.456213 -0.757688 -0.339122
3.60662 1.22461 0.446723 -0.729871 -0.366197
3.65103 1.24423 0.436309 -0.701658 -0.391956
3.69563 1.26345 0.424981 -0.673085 -0.416422
3.74044 1.28222 0.412751 -0.644185 -0.439618
3.78543 1.30051 0.399635 -0.614988 -0.461566
3.83061 1.31826 0.38565 -0.585523 -0.482288
3.87597 1.33542 0.370818 -0.555816 -0.501807
3.9215 1.35196 0.355162 -0.525889 -0.520144
3.96719 1.36782 0.338709 -0.495766 -0.537318
4.01304 1.38296 0.321489 -0.465465 -0.55335
4.05904 1.39734 0.303534 -0.435004 -0.568258
4.10518 1.41093 0.284877 -0.404401 -0.582059
4.15145 1.42367 0.265557 -0.373669 -0.594771
4.19785 1.43553 0.245614 -0.342823 -0.606408
4.24437 1.44649 0.225089 -0.311874 -0.616986
4.29099 1.4565 0.204026 -0.280835 -0.626516
4.33772 1.46553 0.182473 -0.249716 -0.63501
4.38454 1.47356 0.160478 -0.218526 -0.64248
4.43144 1.48057 0.138091 -0.187273 -0.648933
4.47841 1.48653 0.115364 -0.155967 -0.654379
4.52545 1.49142 0.0923496 -0.124613 -0.658822
4.57255 1.49522 0.0691029 -0.09322 -0.662269
4.61969 1.49793 0.0456792 -0.0617937 -0.664723
4.66688 1.49953 0.0221349 -0.0303408 -0.666186
4.71409 1.50002 -0.00147325 0.0011325 -0.666658
4.76132 1.49939 -0.0250879 0.0326201 -0.66614
4.80856 1.49765 -0.0486517 0.0641158 -0.664629
4.8558 1.49479 -0.0721074 0.0956133 -0.662121
4.90304 1.49084 -0.0953979 0.127106 -0.658612
4.95025 1.48578 -0.118467 0.158587 -0.654095
4.99744 1.47965 -0.141258 0.190049 -0.648562
5.04459 1.47246 -0.163718 0.221485 -0.642005
5.0917 1.46422 -0.185792 0.252885 -0.634412
5.13875 1.45497 -0.207429 0.284241 -0.625771
5.18574 1.44472 -0.228578 0.315542 -0.616069
5.23265 1.43351 -0.24919 0.346778 -0.605291
5.27948 1.42136 -0.269218 0.377936 -0.593421
5.32622 1.40832 -0.288618 0.409003 -0.580441
5.37286 1.39441 -0.307348 0.439965 -0.566333
5.41939 1.37968 -0.325368 0.470804 -0.551076
5.46581 1.36417 -0.34264 0.501502 -0.53465
5.51209 1.34792 -0.359129 0.532042 -0.517031
5.55825 1.33098 -0.374804 0.562399 -0.498197
5.60426 1.31338 -0.389636 0.592551 -0.478123
5.65012 1.29518 -0.403598 0.622472 -0.456785
5.69582 1.27643 -0.416667 0.652133 -0.434157
5.74135 1.25717 -0.428822 0.681502 -0.410212
5.78671 1.23746 -0.440046 0.710546 -0.384923
5.83189 1.21733 -0.450326 0.739228 -0.358265
5.87689 1.19685 -0.459648 0.767506 -0.33021
5.92168 1.17606 -0.468005 0.795339 -0.300731
5.96628 1.15502 -0.475392 0.822677 -0.269803
6.01067 1.13376 -0.481804 0.849471 -0.2374
6.05484 1.11235 -0.487243 0.875665 -0.203499
6.0988 1.09082 -0.49171 0.901201 -0.168078
6.14253 1.06923 -0.495212 0.926014 -0.131116
6.18603 1.04763 -0.497755 0.950038 -0.0925956
6.22929 1.02605 -0.499349 0.973199 -0.052502
6.27231 1.00454 -0.500008 0.995422 -0.0108243
6.31509 0.983147 -0.499745 1.01662 0.0324445
6.35762 0.96191 -0.498576 1.03672 0.0773064
6.39989 0.940867 -0.49652 1.05562 0.123758
6.44191 0.920057 -0.493597 1.07323 0.171789
6.48366 0.899515 -0.489829 1.08944 0.221383
6.52516 0.879277 -0.485238 1.10417 0.272516
6.56638 0.859375 -0.479848 1.11728 0.325153
6.60734 0.839839 -0.473686 1.12869 0.379252
6.64803 0.820697 -0.466777 1.13827 0.43476
6.68845 0.801978 -0.459149 1.14591 0.491611
6.72859 0.783706 -0.45083 1.1515 0.549729
6.76846 0.765903 -0.441848 1.15491 0.609025
6.80806 0.748591 -0.432232 1.15602 0.669395
6.84738 0.73179 -0.422012 1.15473 0.730722
6.88643 0.715516 -0.411218 1.15092 0.792874
6.9252 0.699786 -0.399878 1.14448 0.855704
6.9637 0.684613 -0.388024 1.13531 0.91905
7.00193 0.670009 -0.375683 1.12332 0.982734
7.03989 0.655985 -0.362885 1.10841 1.04656
7.07759 0.642551 -0.34966 1.09052 1.11033
7.11502 0.629713 -0.336034 1.06957 1.17382
7.15219 0.617477 -0.322038 1.04552 1.23679
7.18911 0.605849 -0.307696 1.01834 1.299
7.22578 0.594832 -0.293037 0.988 1.36019
7.2622 0.584427 -0.278086 0.954511 1.4201
7.29838 0.574638 -0.262868 0.91789 1.47847
7.33433 0.565463 -0.247406 0.87818 1.53501
7.37005 0.556901 -0.231725 0.835443 1.58946
7.40556 0.548953 -0.215846 0.789764 1.64155
7.44086 0.541615 -0.199791 0.741251 1.691
7.47595 0.534886 -0.18358 0.690031 1.73756
7.51086 0.528761 -0.167232 0.636254 1.78098
7.54559 0.523237 -0.150766 0.580092 1.82102
7.58015 0.518311 -0.134198 0.521734 1.85746
7.61456 0.513979 -0.117546 0.461387 1.89011
7.64882 0.510237 -0.100824 0.399274 1.91877
7.68296 0.507081 -0.0840473 0.335634 1.9433
7.71698 0.504507 -0.0672294 0.270715 1.96356
7.7509 0.502511 -0.0503833 0.204776 1.97944
7.78473 0.501091 -0.0335211 0.138085 1.99086
7.8185 0.500244 -0.0166548 0.0709109 1.99777
7.85222 0.499966 0.0002045 0.00352849 2.00013
7.8859 0.500257 0.0170457 -0.0637889 1.99796
7.91956 0.501114 0.0338581 -0.13077 1.99127
7.95322 0.502536 0.050631 -0.197148 1.98012
7.98689 0.504523 0.0673536 -0.262662 1.96459
8.0206 0.507074 0.0840151 -0.327062 1.94479
8.05435 0.510191 0.100604 -0.390105 1.92084
8.08816 0.513873 0.117109 -0.451563 1.89289
8.12206 0.518121 0.133518 -0.511221 1.86112
8.15604 0.522937 0.149819 -0.568879 1.8257
8.19014 0.528322 0.165997 -0.624353 1.78684
8.22435 0.534278 0.182039 -0.677478 1.74477
8.2587 0.540806 0.19793 -0.728105 1.69971
8.2932 0.547908 0.213654 -0.776107 1.65189
8.32786 0.555585 0.229194 -0.821373 1.60156
8.36269 0.563837 0.244533 -0.863814 1.54898
8.3977 0.572665 0.259653 -0.903358 1.4944
8.4329 0.582069 0.274535 -0.939954 1.43807
8.4683 0.592049 0.289157 -0.973568 1.38024
8.50391 0.602604 0.303499 -1.00418 1.32115
8.53973 0.613731 0.31754 -1.0318 1.26105
8.57577 0.625427 0.331257 -1.05644 1.20018
8.61205 0.63769 0.344626 -1.07814 1.13875
8.64855 0.650513 0.357624 -1.09692 1.07698
8.6853 0.663891 0.370225 -1.11287 1.01508
8.72229 0.677816 0.382405 -1.12603 0.953231
8.75954 0.692281 0.394139 -1.13649 0.891617
8.79703 0.707275 0.4054 -1.14432 0.830403
8.83478 0.722788 0.416161 -1.14963 0.76974
8.87279 0.738806 0.426397 -1.15251 0.709769
8.91106 0.755315 0.436081 -1.15306 0.650615
8.94959 0.7723 0.445185 -1.15138 0.592391
8.98839 0.789744 0.453684 -1.14757 0.535199
9.02745 0.807626 0.461551 -1.14174 0.479126
9.06678 0.825927 0.46876 -1.134 0.424251
9.10637 0.844624 0.475285 -1.12445 0.370639
9.14624 0.863693 0.481101 -1.11319 0.318346
9.18636 0.883108 0.486183 -1.10033 0.267421
9.22676 0.902842 0.490508 -1.08597 0.2179
9.26741 0.922865 0.494053 -1.07019 0.169813
9.30833 0.943147 0.496796 -1.0531 0.123184
9.34952 0.963654 0.498716 -1.03478 0.0780266
9.39096 0.984352 0.499794 -1.01532 0.0343523
9.43265 1.00521 0.500012 -0.994791 -0.00783531
9.47461 1.02618 0.499354 -0.973281 -0.0485365
9.51681 1.04723 0.497804 -0.950861 -0.087756
9.55926 1.06832 0.495351 -0.9276 -0.125502
9.60195 1.0894 0.491982 -0.903563 -0.161786
9.64489 1.11045 0.48769 -0.878812 -0.196623
9.68806 1.1314 0.482468 -0.853405 -0.230028
9.73147 1.15221 0.47631 -0.827396 -0.262021
9.7751 1.17285 0.469215 -0.800836 -0.29262
9.81895 1.19326 0.461183 -0.773771 -0.321847
9.86303 1.2134 0.452218 -0.746246 -0.349723
9.90731 1.23322 0.442324 -0.718301 -0.376272
9.9518 1.25267 0.43151 -0.689973 -0.401515
9.9965 1.2717 0.419787 -0.661298 -0.425475
10.0414 1.29027 0.407168 -0.632307 -0.448176
10.0865 1.30833 0.39367 -0.60303 -0.46964
10.1317 1.32583 0.379313 -0.573495 -0.489888
10.1771 1.34272 0.364119 -0.543725 -0.508942
10.2227 1.35897 0.348112 -0.513744 -0.526823
10.2685 1.37453 0.331321 -0.483572 -0.543552
10.3144 1.38934 0.313776 -0.453229 -0.559146
10.3605 1.40338 0.29551 -0.422732 -0.573625
10.4067 1.4166 0.27656 -0.392096 -0.587005
10.453 1.42897 0.256963 -0.361337 -0.599302
10.4995 1.44044 0.23676 -0.330466 -0.610532
10.546 1.45099 0.215995 -0.299497 -0.620707
10.5927 1.46058 0.194713 -0.26844 -0.629841
10.6395 1.46918 0.172961 -0.237305 -0.637944
10.6863 1.47677 0.150788 -0.206101 -0.645027
10.7332 1.48332 0.128246 -0.174837 -0.651097
10.7802 1.48882 0.105386 -0.143519 -0.656163
10.8273 1.49323 0.0822636 -0.112157 -0.660229
10.8744 1.49656 0.0589324 -0.0807554 -0.6633
10.9216 1.49879 0.0354486 -0.0493221 -0.66538
10.9688 1.49991 0.0118689 -0.017863 -0.666469
11.016 1.49991 -0.0117498 0.0136156 -0.666568
11.0632 1.4988 -0.03535 0.0451076 -0.665675
11.1105 1.49657 -0.0588745 0.0766067 -0.663788
11.1577 1.49324 -0.0822659 0.108107 -0.660903
11.2049 1.4888 -0.105468 0.139601 -0.657014
11.2521 1.48328 -0.128423 0.171082 -0.652114
11.2993 1.47668 -0.151078 0.202543 -0.646195
11.3464 1.46903 -0.173377 0.233975 -0.639246
11.3935 1.46035 -0.195268 0.265371 -0.631257
11.4406 1.45066 -0.216699 0.296719 -0.622214
11.4875 1.43999 -0.237621 0.32801 -0.612104
11.5344 1.42836 -0.257985 0.359233 -0.600911
11.5812 1.41582 -0.277747 0.390374 -0.588619
11.6279 1.4024 -0.296861 0.42142 -0.575208
11.6745 1.38813 -0.315288 0.452356 -0.56066
11.7209 1.37306 -0.332987 0.483164 -0.544955
11.7673 1.35722 -0.349924 0.513825 -0.52807
11.8135 1.34066 -0.366063 0.54432 -0.509982
11.8596 1.32343 -0.381376 0.574626 -0.490669
11.9056 1.30557 -0.395833 0.604717 -0.470105
11.9514 1.28712 -0.40941 0.634567 -0.448266
11.997 1.26814 -0.422084 0.664147 -0.425124
12.0424 1.24868 -0.433838 0.693423 -0.400653
12.0877 1.22878 -0.444653 0.722361 -0.374827
12.1328 1.20849 -0.454519 0.750921 -0.347618
12.1777 1.18787 -0.463423 0.779063 -0.319001
12.2224 1.16696 -0.471359 0.806742 -0.288948
12.2669 1.14582 -0.478323 0.833907 -0.257433
12.3112 1.12449 -0.484313 0.860508 -0.224433
12.3553 1.10302 -0.48933 0.886486 -0.189924
12.3992 1.08146 -0.493377 0.911782 -0.153883
12.4428 1.05986 -0.496462 0.936329 -0.116293
12.4862 1.03826 -0.498592 0.960059 -0.0771362
12.5294 1.0167 -0.499778 0.982898 -0.0363993
12.5723 0.99524 -0.500035 1.00477 0.00592705
12.6149 0.973909 -0.499377 1.02558 0.0498479
12.6574 0.952751 -0.497821 1.04525 0.0953632
12.6995 0.931804 -0.495386 1.06369 0.142467
12.7414 0.911106 -0.492094 1.08079 0.191146
12.7831 0.890691 -0.487965 1.09647 0.241382
12.8244 0.870594 -0.483025 1.1106 0.293145
12.8655 0.850847 -0.477297 1.12309 0.346399
12.9064 0.831478 -0.470807 1.13382 0.401095
12.947 0.812516 -0.463583 1.14268 0.457178
12.9873 0.793987 -0.455651 1.14955 0.514575
13.0273 0.775915 -0.447041 1.15431 0.573207
13.067 0.758323 -0.437781 1.15685 0.632977
13.1065 0.74123 -0.427899 1.15705 0.693777
13.1457 0.724655 -0.417427 1.1548 0.755483
13.1846 0.708614 -0.406392 1.14998 0.817958
13.2233 0.693123 -0.394825 1.14248 0.881046
13.2617 0.678195 -0.382756 1.13222 0.944581
13.2998 0.663842 -0.370214 1.11909 1.00838
13.3376 0.650072 -0.357227 1.10302 1.07224
13.3752 0.636895 -0.343825 1.08393 1.13595
13.4125 0.624317 -0.330035 1.06176 1.19928
13.4496 0.612344 -0.315885 1.03647 1.262
13.4864 0.600979 -0.301403 1.00804 1.32385
13.5229 0.590227 -0.286614 0.976446 1.38459
13.5593 0.580089 -0.271544 0.941707 1.44393
13.5953 0.570565 -0.256217 0.903849 1.50161
13.6312 0.561656 -0.240657 0.862922 1.55736
13.6668 0.55336 -0.224888 0.818999 1.6109
13.7022 0.545676 -0.20893 0.772173 1.66197
13.7374 0.538602 -0.192805 0.72256 1.71029
13.7724 0.532134 -0.176532 0.670297 1.75562
13.8073 0.52627 -0.16013 0.615544 1.7977
13.8419 0.521005 -0.143618 0.558478 1.83632
13.8764 0.516337 -0.127012 0.499296 1.87125
13.9108 0.51226 -0.110328 0.438214 1.90231
13.945 0.508772 -0.0935802 0.37546 1.92932
13.979 0.505868 -0.0767839 0.311276 1.95214
14.013 0.503544 -0.0599521 0.245918 1.97064
14.0469 0.501798 -0.0430975 0.179646 1.98472
14.0807 0.500626 -0.026232 0.112729 1.99432
14.1144 0.500025 -0.00936721 0.0454404 1.99938
14.1481 0.499993 0.0074857 -0.021947 1.99991
14.1818 0.500528 0.0243159 -0.08916 1.9959
14.2155 0.50163 0.0411126 -0.155929 1.98739
14.2491 0.503296 0.0578652 -0.221989 1.97446
14.2828 0.505527 0.0745629 -0.287084 1.95719
14.3165 0.508322 0.0911946 -0.350966 1.9357
14.3503 0.511683 0.107749 -0.413399 1.91011
14.3842 0.515609 0.124214 -0.474159 1.8806
14.4181 0.520103 0.140578 -0.533037 1.84733
14.4521 0.525164 0.156828 -0.58984 1.81051
14.4863 0.530796 0.172949 -0.644392 1.77033
14.5205 0.536999 0.188928 -0.696534 1.72703
14.5549 0.543774 0.204749 -0.746127 1.68084
14.5895 0.551124 0.220396 -0.793048 1.63199
14.6242 0.559049 0.235852 -0.837197 1.58074
14.6591 0.567549 0.251099 -0.878492 1.52734
14.6942 0.576626 0.266118 -0.916868 1.47204
14.7295 0.586279 0.280891 -0.952283 1.41509
14.765 0.596507 0.295395 -0.98471 1.35674
14.8007 0.607309 0.30961 -1.01414 1.29724
14.8366 0.618682 0.323514 -1.04058 1.23683
14.8727 0.630624 0.337084 -1.06405 1.17573
14.9091 0.643128 0.350296 -1.0846 1.11416
14.9457 0.656192 0.363127 -1.10226 1.05234
14.9826 0.669807 0.37555 -1.11711 0.990468
15.0197 0.683966 0.387541 -1.1292 0.928721
15.057 0.698661 0.399074 -1.13863 0.867276
15.0946 0.71388 0.410123 -1.14548 0.806294
15.1325 0.729612 0.420662 -1.14984 0.74592
15.1706 0.745844 0.430663 -1.1518 0.68629
15.209 0.762561 0.440101 -1.15148 0.627523
15.2476 0.779746 0.448948 -1.14897 0.569727
15.2865 0.797381 0.457178 -1.14438 0.512999
15.3257 0.815447 0.464765 -1.13782 0.457421
15.3652 0.833921 0.471683 -1.12938 0.403067
15.4049 0.852782 0.477905 -1.11918 0.35
15.4448 0.872004 0.483409 -1.10732 0.29827
15.4851 0.89156 0.488168 -1.09389 0.247921
15.5256 0.911423 0.49216 -1.07899 0.198988
15.5664 0.931561 0.495362 -1.06272 0.151498
15.6074 0.951944 0.497753 -1.04517 0.10547
15.6487 0.972538 0.499313 -1.02643 0.0609177
15.6902 0.993308 0.500023 -1.00658 0.0178481
15.732 1.01422 0.499866 -0.985696 -0.0237362
15.7741 1.03523 0.498826 -0.963858 -0.0638374
15.8164 1.0563 0.496889 -0.941138 -0.102462
15.859 1.0774 0.494043 -0.917603 -0.139619
15.9018 1.09847 0.490278 -0.893316 -0.175321
15.9448 1.11948 0.485586 -0.868339 -0.209584
15.9881 1.14038 0.479962 -0.842726 -0.242424
16.0316 1.16112 0.473401 -0.816532 -0.273861
16.0753 1.18167 0.465903 -0.789804 -0.303915
16.1192 1.20197 0.457469 -0.762589 -0.332606
16.1634 1.22198 0.448103 -0.734929 -0.359958
16.2078 1.24164 0.437812 -0.706863 -0.385992
16.2524 1.26092 0.426605 -0.678427 -0.410732
16.2971 1.27976 0.414495 -0.649656 -0.434199
16.3421 1.29811 0.401496 -0.62058 -0.456417
16.3873 1.31594 0.387626 -0.591228 -0.477408
16.4326 1.33319 0.372906 -0.561626 -0.497193
16.4781 1.34981 0.357359 -0.531798 -0.515794
16.5238 1.36576 0.341011 -0.501765 -0.533231
16.5696 1.38101 0.323892 -0.471548 -0.549524
16.6156 1.3955 0.306032 -0.441166 -0.564691
16.6617 1.40919 0.287467 -0.410634 -0.57875
16.7079 1.42205 0.268234 -0.379968 -0.591718
16.7543 1.43403 0.248371 -0.349183 -0.60361
16.8008 1.44511 0.227921 -0.31829 -0.614441
16.8474 1.45525 0.206927 -0.287301 -0.624223
16.8941 1.46442 0.185437 -0.256226 -0.632969
16.9409 1.47259 0.163497 -0.225076 -0.64069
16.9878 1.47974 0.141159 -0.193859 -0.647393
17.0348 1.48584 0.118474 -0.162582 -0.653088
17.0818 1.49087 0.0954938 -0.131255 -0.65778
17.1289 1.49483 0.0722741 -0.0998831 -0.661476
17.176 1.49768 0.0488699 -0.0684737 -0.664178
17.2232 1.49943 0.0253373 -0.0370333 -0.665889
17.2704 1.50007 0.00173319 -0.00556791 -0.666611
17.3176 1.4996 -0.0218852 0.0259162 -0.666341
17.3649 1.49801 -0.0454606 0.0574128 -0.66508
17.4121 1.4953 -0.0689356 0.0889157 -0.662823
17.4593 1.4915 -0.0922531 0.120418 -0.659566
17.5066 1.48659 -0.115357 0.151914 -0.655302
17.5537 1.48061 -0.138191 0.183396 -0.650023
17.6009 1.47356 -0.1607 0.214855 -0.643721
17.648 1.46546 -0.182831 0.246285 -0.636385
17.6951 1.45634 -0.204531 0.277675 -0.628003
17.7421 1.44623 -0.225751 0.309016 -0.618562
17.789 1.43514 -0.24644 0.340297 -0.608047
17.8358 1.42312 -0.266551 0.371506 -0.596443
17.8826 1.4102 -0.286041 0.402631 -0.58373
17.9292 1.39641 -0.304866 0.433655 -0.569892
17.9758 1.38179 -0.322986 0.464564 -0.554907
18.0222 1.36638 -0.340363 0.49534 -0.538756
18.0685 1.35023 -0.356962 0.525963 -0.521415
18.1147 1.33337 -0.372751 0.556412 -0.502862
18.1607 1.31587 -0.387701 0.586664 -0.483072
18.2066 1.29775 -0.401784 0.616693 -0.46202
18.2523 1.27906 -0.414977 0.646471 -0.439681
18.2978 1.25987 -0.427259 0.675967 -0.416028
18.3432 1.24021 -0.438613 0.705147 -0.391035
18.3884 1.22014 -0.449023 0.733976 -0.364673
18.4334 1.19971 -0.458478 0.762412 -0.336918
18.4783 1.17895 -0.466969 0.790414 -0.307741
18.5229 1.15794 -0.474489 0.817934 -0.277116
18.5673 1.13671 -0.481036 0.844923 -0.245019
18.6115 1.11531 -0.486609 0.871325 -0.211425
18.6555 1.0938 -0.49121 0.897082 -0.176311
18.6992 1.07222 -0.494844 0.922133 -0.139656
18.7428 1.05061 -0.497519 0.946409 -0.101442
18.7861 1.02902 -0.499243 0.969839 -0.0616545
18.8291 1.0075 -0.50003 0.992347 -0.0202805
18.8719 0.986089 -0.499893 1.01385 0.0226876
18.9145 0.964827 -0.498848 1.03427 0.0672528
18.9568 0.943754 -0.496914 1.05351 0.113413
18.9988 0.922909 -0.49411 1.07148 0.161159
19.0406 0.902327 -0.490456 1.08808 0.210476
19.0822 0.882044 -0.485977 1.1032 0.26134
19.1234 0.862092 -0.480697 1.11674 0.313721
19.1644 0.842503 -0.47464 1.12859 0.367576
19.2051 0.823305 -0.467832 1.13863 0.422854
19.2456 0.804524 -0.460302 1.14676 0.479493
19.2858 0.786188 -0.452076 1.15285 0.537418
19.3257 0.768318 -0.443184 1.15679 0.596542
19.3653 0.750936 -0.433654 1.15845 0.656764
19.4047 0.734062 -0.423516 1.15773 0.717969
19.4437 0.717714 -0.4128 1.1545 0.780027
19.4826 0.701906 -0.401534 1.14867 0.842795
19.5211 0.686654 -0.389748 1.14012 0.906112
19.5594 0.67197 -0.377473 1.12876 0.969804
19.5973 0.657865 -0.364737 1.1145 1.03368
19.6351 0.644347 -0.351569 1.09727 1.09754
19.6725 0.631425 -0.337997 1.07698 1.16115
19.7097 0.619104 -0.32405 1.05361 1.2243
19.7467 0.607391 -0.309755 1.02709 1.28673
19.7834 0.596288 -0.295138 0.997423 1.34819
19.8198 0.585797 -0.280226 0.964597 1.40842
19.8561 0.575921 -0.265043 0.928629 1.46716
19.892 0.56666 -0.249614 0.889558 1.52412
19.9278 0.558013 -0.233962 0.847443 1.57904
19.9633 0.549978 -0.218109 0.802365 1.63164
19.9986 0.542555 -0.202077 0.754425 1.68166
20.0338 0.53574 -0.185886 0.70375 1.72883
20.0687 0.52953 -0.169556 0.650484 1.7729
20.1034 0.523922 -0.153105 0.594795 1.81364
20.138 0.518912 -0.13655 0.536869 1.85081
20.1725 0.514497 -0.119909 0.47691 1.88423
20.2067 0.510672 -0.103195 0.415139 1.91369
20.2409 0.507433 -0.0864254 0.351791 1.93905
20.2749 0.504777 -0.0696123 0.287113 1.96016
20.3088 0.5027 -0.0527691 0.221362 1.9769
20.3427 0.501199 -0.0359083 0.154804 1.9892
20.3765 0.500271 -0.0190416 0.087709 1.99699
20.4102 0.499913 -0.00218043 0.02035 2.00025
20.4439 0.500123 0.0146642 -0.0469992 1.99896
20.4775 0.5009 0.0314816 -0.114067 1.99315
20.5112 0.502242 0.0482609 -0.180585 1.98287
20.5448 0.504149 0.0649915 -0.246292 1.96819
20.5785 0.50662 0.0816626 -0.310934 1.94922
20.6123 0.509656 0.0982629 -0.374269 1.92608
20.6461 0.513258 0.114781 -0.436065 1.89891
20.68 0.517426 0.131205 -0.496105 1.86789
20.7139 0.522161 0.147522 -0.554185 1.83318
20.748 0.527465 0.163718 -0.610119 1.795
20.7822 0.53334 0.179781 -0.663738 1.75356
20.8165 0.539786 0.195695 -0.714891 1.70909
20.851 0.546806 0.211444 -0.763445 1.66183
20.8856 0.554401 0.227012 -0.809288 1.61201
20.9204 0.56257 0.242381 -0.852324 1.55989
20.9554 0.571316 0.257534 -0.892481 1.50572
20.9906 0.580639 0.272451 -0.929702 1.44975
21.0259 0.590537 0.287112 -0.963951 1.39223
21.0615 0.601009 0.301496 -0.995208 1.33342
21.0973 0.612055 0.315582 -1.02347 1.27356
21.1333 0.62367 0.329347 -1.04875 1.21287
