# phi u uprime x y
21.1696 0.635852 0.342768 -1.07109 1.15158
21.206 0.648595 0.355821 -1.09051 1.08992
21.2427 0.661894 0.368481 -1.10708 1.02808
21.2797 0.675742 0.380724 -1.12085 0.96626
21.3169 0.69013 0.392524 -1.13192 0.90464
21.3543 0.705049 0.403855 -1.14035 0.843388
21.3921 0.720488 0.41469 -1.14623 0.782657
21.43 0.736435 0.425004 -1.14967 0.72259
21.4683 0.752875 0.434769 -1.15076 0.663314
21.5067 0.769793 0.443959 -1.1496 0.604945
21.5455 0.787172 0.452548 -1.14629 0.547586
21.5845 0.804993 0.460508 -1.14095 0.491328
21.6238 0.823236 0.467814 -1.13368 0.436249
21.6634 0.841878 0.47444 -1.12458 0.382419
21.7032 0.860895 0.48036 -1.11375 0.329894
21.7433 0.880263 0.48555 -1.1013 0.278725
21.7836 0.899953 0.489986 -1.08733 0.228949
21.8242 0.919937 0.493646 -1.07192 0.180599
21.8651 0.940184 0.496506 -1.05519 0.133698
21.9063 0.960661 0.498547 -1.0372 0.0882641
21.9477 0.981335 0.499748 -1.01806 0.0443069
21.9893 1.00217 0.500092 -0.997834 0.00183234
22.0312 1.02313 0.499562 -0.976611 -0.0391592
22.0734 1.04417 0.498143 -0.954462 -0.0786715
22.1158 1.06526 0.495822 -0.931457 -0.116712
22.1585 1.08635 0.492587 -0.907662 -0.153292
22.2014 1.1074 0.488429 -0.883139 -0.188425
22.2445 1.12837 0.483342 -0.857947 -0.222126
22.2879 1.14921 0.477321 -0.832141 -0.254414
22.3315 1.16988 0.470362 -0.805771 -0.285308
22.3753 1.19033 0.462466 -0.778885 -0.314829
22.4193 1.21051 0.453636 -0.751528 -0.342998
22.4636 1.23037 0.443877 -0.72374 -0.369838
22.508 1.24988 0.433196 -0.69556 -0.39537
22.5527 1.26898 0.421604 -0.667024 -0.419618
22.5975 1.28762 0.409115 -0.638162 -0.442604
22.6426 1.30576 0.395744 -0.609006 -0.464351
22.6878 1.32334 0.381511 -0.579584 -0.48488
22.7332 1.34033 0.366437 -0.549919 -0.504214
22.7788 1.35668 0.350546 -0.520035 -0.522372
22.8245 1.37234 0.333867 -0.489955 -0.539375
22.8704 1.38726 0.31643 -0.459695 -0.555243
22.9164 1.40142 0.298266 -0.429276 -0.569993
22.9626 1.41477 0.279413 -0.398712 -0.583643
23.0089 1.42726 0.259907 -0.368018 -0.596208
23.0554 1.43887 0.23979 -0.337207 -0.607704
23.1019 1.44955 0.219103 -0.306293 -0.618145
23.1486 1.45928 0.197893 -0.275285 -0.627543
23.1953 1.46803 0.176206 -0.244194 -0.635909
23.2421 1.47577 0.154091 -0.213029 -0.643254
23.2891 1.48248 0.131598 -0.181799 -0.649585
23.336 1.48813 0.108781 -0.150511 -0.654911
23.3831 1.49271 0.0856922 -0.119173 -0.659238
23.4302 1.4962 0.062387 -0.0877923 -0.662569
23.4774 1.49859 0.0389209 -0.0563748 -0.664909
23.5245 1.49987 0.0153504 -0.024927 -0.666258
23.5718 1.50004 -0.00826741 0.00654485 -0.666618
23.619 1.49909 -0.0318752 0.0380346 -0.665986
23.6662 1.49703 -0.0554157 0.0695361 -0.664361
23.7135 1.49385 -0.0788317 0.101043 -0.661739
23.7607 1.48958 -0.102066 0.132549 -0.658114
23.8079 1.48422 -0.125063 0.164046 -0.653479
23.8551 1.47778 -0.147767 0.195528 -0.647827
23.9022 1.47028 -0.170123 0.226987 -0.641146
23.9493 1.46175 -0.192079 0.258414 -0.633427
23.9963 1.45221 -0.213582 0.289799 -0.624657
24.0433 1.44168 -0.234584 0.321132 -0.614821
24.0902 1.43019 -0.255035 0.352403 -0.603905
24.137 1.41779 -0.274889 0.383599 -0.591891
24.1837 1.40449 -0.294103 0.414705 -0.578762
24.2303 1.39035 -0.312635 0.445707 -0.564499
24.2768 1.37539 -0.330446 0.476589 -0.549081
24.3232 1.35966 -0.347499 0.507332 -0.532486
24.3694 1.34321 -0.36376 0.537916 -0.514693
24.4155 1.32607 -0.379198 0.568318 -0.495676
24.4615 1.30829 -0.393785 0.598515 -0.475412
24.5073 1.28993 -0.407494 0.628479 -0.453875
24.5529 1.27103 -0.420305 0.658183 -0.431039
24.5984 1.25163 -0.432197 0.687593 -0.406877
24.6437 1.23179 -0.443154 0.716675 -0.381363
24.6888 1.21156 -0.453162 0.745391 -0.35447
24.7338 1.19098 -0.462211 0.7737 -0.32617
24.7785 1.17011 -0.470292 0.801558 -0.296437
24.823 1.149 -0.477402 0.828916 -0.265244
24.8674 1.1277 -0.483537 0.855723 -0.232568
24.9115 1.10624 -0.488699 0.881923 -0.198383
24.9554 1.08469 -0.492891 0.907454 -0.162669
24.999 1.06309 -0.496119 0.932254 -0.125405
25.0425 1.04149 -0.498391 0.956253 -0.086573
25.0856 1.01992 -0.499718 0.979377 -0.04616
25.1286 0.998444 -0.500113 1.00155 -0.00415535
25.1713 0.97709 -0.499591 1.02269 0.0394471
25.2137 0.955902 -0.498168 1.0427 0.0846484
25.2559 0.934921 -0.495864 1.0615 0.131444
25.2979 0.914182 -0.492698 1.07899 0.179822
25.3396 0.893722 -0.488694 1.09507 0.229766
25.381 0.873574 -0.483873 1.10963 0.281247
25.4221 0.853771 -0.478262 1.12257 0.334231
25.463 0.834343 -0.471884 1.13378 0.388672
25.5036 0.815318 -0.464768 1.14313 0.444515
25.5439 0.796721 -0.456941 1.15052 0.501693
25.584 0.778578 -0.448431 1.15582 0.560125
25.6238 0.760912 -0.439266 1.15892 0.619719
25.6633 0.743741 -0.429476 1.15971 0.680369
25.7025 0.727087 -0.41909 1.15806 0.741954
25.7415 0.710964 -0.408138 1.15386 0.804338
25.7802 0.695389 -0.396649 1.14701 0.867371
25.8186 0.680375 -0.384653 1.13741 0.930887
25.8568 0.665933 -0.37218 1.12496 0.994704
25.8946 0.652074 -0.359258 1.10957 1.05863
25.9323 0.638806 -0.345916 1.09117 1.12244
25.9696 0.626137 -0.332183 1.06971 1.18593
26.0067 0.614072 -0.318086 1.04513 1.24885
26.0436 0.602615 -0.303651 1.0174 1.31096
26.0801 0.591769 -0.288907 0.986516 1.372
26.1165 0.581538 -0.273877 0.952473 1.43169
26.1526 0.57192 -0.258587 0.9153 1.48979
26.1885 0.562918 -0.243061 0.875042 1.546
26.2241 0.554529 -0.227322 0.831767 1.60005
26.2596 0.546752 -0.211391 0.785565 1.65169
26.2948 0.539585 -0.195289 0.736547 1.70063
26.3299 0.533025 -0.179037 0.684846 1.74662
26.3647 0.527069 -0.162654 0.630618 1.78942
26.3994 0.521713 -0.146157 0.574035 1.82879
26.4339 0.516954 -0.129564 0.515293 1.86451
26.4683 0.512787 -0.11289 0.454602 1.8964
26.5025 0.509209 -0.0961511 0.392188 1.92427
26.5366 0.506216 -0.0793611 0.328293 1.94797
26.5706 0.503804 -0.0625337 0.263167 1.96737
26.6045 0.50197 -0.0456815 0.197071 1.98238
26.6383 0.50071 -0.0288167 0.130272 1.99291
26.672 0.500022 -0.0119508 0.0630431 1.99892
26.7057 0.499903 0.00490484 -0.00434302 2.00038
26.7394 0.500352 0.0217394 -0.0716129 1.99731
26.773 0.501366 0.0385422 -0.138496 1.98974
26.8067 0.502946 0.0553025 -0.204727 1.97772
26.8404 0.50509 0.0720095 -0.270047 1.96134
26.8741 0.507799 0.0886523 -0.334207 1.94072
26.9078 0.511072 0.10522 -0.396968 1.91598
26.9417 0.514912 0.1217 -0.458104 1.88728
26.9756 0.519318 0.13808 -0.517403 1.85479
27.0096 0.524292 0.154349 -0.574669 1.8187
27.0437 0.529835 0.170491 -0.629722 1.77923
27.078 0.53595 0.186493 -0.6824 1.73658
27.1123 0.542637 0.202339 -0.732559 1.69099
27.1469 0.549898 0.218015 -0.780074 1.64271
27.1816 0.557734 0.233502 -0.82484 1.59197
27.2165 0.566146 0.248783 -0.866771 1.53903
27.2515 0.575134 0.263839 -0.9058 1.48415
27.2868 0.584698 0.278651 -0.941879 1.42756
27.3222 0.594837 0.293199 -0.974977 1.36953
27.3579 0.605551 0.307461 -1.00508 1.3103
27.3937 0.616836 0.321415 -1.0322 1.25011
27.4298 0.628689 0.335039 -1.05635 1.18919
27.4662 0.641107 0.348309 -1.07757 1.12775
27.5028 0.654084 0.3612 -1.0959 1.06602
27.5396 0.667615 0.373689 -1.1114 1.0042
27.5766 0.681691 0.385749 -1.12413 0.942464
27.6139 0.696303 0.397356 -1.13419 0.880996
27.6515 0.711442 0.408482 -1.14165 0.819957
27.6893 0.727095 0.419102 -1.14661 0.759497
27.7274 0.743251 0.42919 -1.14916 0.699751
27.7657 0.759894 0.438717 -1.14939 0.640842
27.8043 0.777007 0.447659 -1.14743 0.582881
27.8432 0.794574 0.455987 -1.14336 0.525966
27.8823 0.812575 0.463677 -1.1373 0.470182
27.9217 0.830988 0.470701 -1.12934 0.415605
27.9614 0.849791 0.477034 -1.1196 0.362298
28.0013 0.868958 0.482652 -1.10818 0.310316
28.0415 0.888465 0.487529 -1.09517 0.259703
28.082 0.908282 0.491643 -1.08067 0.210495
28.1227 0.928381 0.494971 -1.06478 0.162722
28.1637 0.948728 0.49749 -1.0476 0.116404
28.2049 0.969293 0.499182 -1.0292 0.0715544
28.2464 0.990038 0.500027 -1.00967 0.0281834
28.2882 1.01093 0.500007 -0.989094 -0.0137063
28.3302 1.03193 0.499106 -0.967547 -0.0541157
28.3725 1.053 0.497311 -0.945102 -0.0930504
28.415 1.07409 0.494608 -0.921827 -0.130519
28.4577 1.09517 0.490988 -0.897785 -0.166534
28.5007 1.11619 0.486443 -0.873039 -0.201109
28.544 1.13711 0.480965 -0.847644 -0.234262
28.5874 1.15789 0.474551 -0.821653 -0.26601
28.6311 1.17847 0.4672 -0.795118 -0.296374
28.675 1.19881 0.458913 -0.768083 -0.325374
28.7192 1.21887 0.449693 -0.740592 -0.353033
28.7635 1.23859 0.439547 -0.712684 -0.379373
28.808 1.25794 0.428484 -0.684397 -0.404415
28.8528 1.27685 0.416514 -0.655765 -0.428183
28.8977 1.29528 0.403654 -0.626819 -0.4507
28.9428 1.3132 0.38992 -0.597588 -0.471987
28.9881 1.33054 0.375331 -0.568098 -0.492067
29.0336 1.34726 0.359913 -0.538375 -0.510959
29.0793 1.36333 0.343689 -0.50844 -0.528686
29.125 1.37869 0.326688 -0.478314 -0.545266
29.171 1.3933 0.308943 -0.448015 -0.560719
29.2171 1.40712 0.290486 -0.41756 -0.575061
29.2633 1.42012 0.271355 -0.386965 -0.588311
29.3097 1.43224 0.251588 -0.356245 -0.600483
29.3562 1.44347 0.231227 -0.325411 -0.611592
29.4027 1.45376 0.210315 -0.294476 -0.621651
29.4494 1.46309 0.188899 -0.26345 -0.630672
29.4962 1.47142 0.167027 -0.232343 -0.638667
29.5431 1.47873 0.144747 -0.201164 -0.645644
29.59 1.485 0.122112 -0.169921 -0.651611
29.6371 1.4902 0.0991741 -0.138622 -0.656576
29.6841 1.49433 0.0759876 -0.107274 -0.660543
29.7313 1.49736 0.0526077 -0.075884 -0.663517
29.7784 1.49929 0.0290905 -0.0444582 -0.6655
29.8256 1.5001 0.0054927 -0.013003 -0.666493
29.8728 1.49981 -0.0181286 0.0184755 -0.666497
29.9201 1.49839 -0.0417159 0.0499712 -0.665508
29.9673 1.49587 -0.065212 0.0814778 -0.663525
30.0145 1.49223 -0.0885597 0.112989 -0.660543
30.0618 1.4875 -0.111702 0.144498 -0.656555
30.109 1.48169 -0.134584 0.175997 -0.651554
30.1561 1.47481 -0.15715 0.20748 -0.645531
30.2032 1.46688 -0.179346 0.238938 -0.638477
30.2503 1.45792 -0.20112 0.270362 -0.630378
30.2973 1.44796 -0.222421 0.301742 -0.621223
30.3442 1.43703 -0.243199 0.333068 -0.610996
30.3911 1.42515 -0.263407 0.364328 -0.599682
30.4378 1.41237 -0.283 0.39551 -0.587263
30.4845 1.39872 -0.301935 0.426598 -0.573721
30.5311 1.38423 -0.320171 0.457578 -0.559036
30.5775 1.36894 -0.337671 0.488431 -0.543187
30.6238 1.35291 -0.354398 0.51914 -0.526152
30.67 1.33616 -0.37032 0.549683 -0.507908
30.7161 1.31875 -0.385406 0.580038 -0.488431
30.762 1.30073 -0.399631 0.610178 -0.467695
30.8077 1.28213 -0.412969 0.640076 -0.445676
30.8533 1.26302 -0.425399 0.669703 -0.422346
30.8987 1.24343 -0.436904 0.699025 -0.397678
30.9439 1.22342 -0.447467 0.728006 -0.371647
30.989 1.20304 -0.457076 0.756607 -0.344224
31.0338 1.18233 -0.465723 0.784786 -0.315383
31.0785 1.16135 -0.4734 0.812496 -0.285096
31.1229 1.14015 -0.480104 0.839689 -0.25334
31.1671 1.11878 -0.485834 0.86631 -0.220088
31.2112 1.09728 -0.490591 0.892302 -0.185317
31.2549 1.07571 -0.494381 0.917603 -0.149007
31.2985 1.0541 -0.49721 0.942147 -0.111138
31.3418 1.0325 -0.499087 0.965863 -0.0716941
31.3849 1.01097 -0.500024 0.988676 -0.0306623
31.4278 0.989535 -0.500035 1.01051 0.0119661
31.4704 0.968244 -0.499136 1.03127 0.0561953
31.5127 0.947137 -0.497344 1.05087 0.102024
31.5548 0.926252 -0.494678 1.06923 0.149446
31.5966 0.905624 -0.491161 1.08623 0.198446
31.6382 0.88529 -0.486813 1.10179 0.249004
31.6795 0.865282 -0.48166 1.11578 0.301089
31.7205 0.845631 -0.475727 1.12811 0.354662
31.7613 0.826366 -0.469039 1.13866 0.409674
31.8018 0.807516 -0.461623 1.14732 0.466065
31.842 0.789105 -0.453508 1.15396 0.523763
31.882 0.771157 -0.444722 1.15847 0.582682
31.9216 0.753694 -0.435293 1.16073 0.642725
31.961 0.736736 -0.425252 1.16063 0.703779
32.0001 0.7203 -0.414626 1.15805 0.765719
32.039 0.704403 -0.403447 1.15288 0.828402
32.0776 0.689059 -0.391744 1.14501 0.891672
32.1159 0.674282 -0.379546 1.13435 0.955356
32.1539 0.660081 -0.366882 1.12081 1.01927
32.1917 0.646466 -0.353782 1.1043 1.0832
32.2292 0.633446 -0.340274 1.08475 1.14695
32.2664 0.621027 -0.326386 1.06212 1.21027
32.3034 0.609214 -0.312145 1.03635 1.27294
32.3402 0.598011 -0.297579 1.00742 1.33469
32.3766 0.58742 -0.282712 0.975336 1.39526
32.4129 0.577443 -0.267571 0.940098 1.45439
32.4489 0.568081 -0.25218 0.901742 1.51181
32.4847 0.559334 -0.236563 0.860324 1.56723
32.5203 0.551199 -0.220741 0.81592 1.6204
32.5556 0.543676 -0.204736 0.768627 1.67103
32.5908 0.536761 -0.18857 0.718565 1.71888
32.6257 0.530452 -0.172261 0.665877 1.76367
32.6605 0.524746 -0.155828 0.610725 1.80517
32.6951 0.519638 -0.139289 0.553291 1.84316
32.7295 0.515125 -0.12266 0.493776 1.87743
32.7638 0.511203 -0.105958 0.432397 1.90778
32.798 0.507868 -0.0891958 0.369387 1.93406
32.8321 0.505117 -0.0723886 0.304989 1.95611
32.866 0.502945 -0.0555492 0.23946 1.97382
32.8998 0.501349 -0.0386902 0.173064 1.9871
32.9336 0.500326 -0.0218235 0.106069 1.99588
32.9674 0.499875 -0.00496041 0.0387491 2.00013
33.001 0.499991 0.0118879 -0.028623 1.99983
33.0347 0.500675 0.0287107 -0.0957744 1.99501
33.0683 0.501923 0.0454973 -0.162436 1.9857
33.102 0.503737 0.0622369 -0.228346 1.97199
33.1357 0.506115 0.0789188 -0.293248 1.95395
33.1694 0.509058 0.0955319 -0.356897 1.93172
33.2032 0.512566 0.112065 -0.41906 1.90543
33.2371 0.51664 0.128505 -0.479515 1.87525
33.271 0.521281 0.144841 -0.538056 1.84135
33.3051 0.526491 0.161059 -0.594494 1.80393
33.3392 0.532271 0.177145 -0.648656 1.76321
33.3735 0.538622 0.193085 -0.700386 1.71941
33.408 0.545547 0.208862 -0.749549 1.67277
33.4426 0.553046 0.224462 -0.796026 1.62352
33.4774 0.56112 0.239866 -0.839721 1.57192
33.5123 0.569771 0.255057 -0.880554 1.51821
33.5474 0.578997 0.270015 -0.918467 1.46266
33.5828 0.588799 0.28472 -0.953417 1.40551
33.6183 0.599177 0.299152 -0.985383 1.34701
33.654 0.610127 0.31329 -1.01436 1.2874
33.69 0.621648 0.327111 -1.04035 1.22693
33.7262 0.633735 0.340591 -1.06339 1.16581
33.7626 0.646386 0.353707 -1.08352 1.10426
33.7993 0.659593 0.366435 -1.10078 1.0425
33.8362 0.67335 0.37875 -1.11524 0.980713
33.8734 0.687649 0.390626 -1.12697 0.919088
33.9108 0.70248 0.402038 -1.13605 0.857795
33.9484 0.717834 0.412959 -1.14258 0.796989
33.9864 0.733697 0.423362 -1.14663 0.736815
34.0246 0.750056 0.433221 -1.14832 0.677404
34.063 0.766895 0.44251 -1.14774 0.618873
34.1017 0.784199 0.451202 -1.14499 0.561328
34.1407 0.801948 0.45927 -1.14019 0.504862
34.1799 0.820122 0.466688 -1.13343 0.449556
34.2194 0.838699 0.47343 -1.12482 0.395482
34.2592 0.857656 0.479471 -1.11447 0.342698
34.2992 0.876968 0.484785 -1.10247 0.291255
34.3395 0.896606 0.48935 -1.08892 0.241195
34.3801 0.916544 0.493142 -1.07393 0.192551
34.4209 0.936749 0.496139 -1.05758 0.145347
34.462 0.957191 0.498319 -1.03996 0.0996031
34.5034 0.977835 0.499663 -1.02117 0.0553305
34.545 0.998646 0.500153 -1.00128 0.012536
34.5869 1.01959 0.499771 -0.980367 -0.028779
34.629 1.04062 0.498503 -0.958514 -0.0686173
34.6714 1.0617 0.496335 -0.935788 -0.106986
34.714 1.0828 0.493255 -0.912255 -0.143894
34.7568 1.10386 0.489254 -0.88798 -0.179356
34.7999 1.12485 0.484324 -0.863022 -0.213386
34.8432 1.14571 0.47846 -0.837434 -0.246002
34.8868 1.16641 0.47166 -0.81127 -0.277223
34.9306 1.1869 0.463922 -0.784578 -0.307069
34.9746 1.20713 0.45525 -0.757402 -0.335562
35.0188 1.22706 0.445647 -0.729785 -0.362722
35.0632 1.24663 0.435121 -0.701764 -0.388574
35.1078 1.2658 0.423682 -0.673376 -0.413139
35.1527 1.28453 0.411343 -0.644654 -0.436439
35.1977 1.30275 0.39812 -0.615628 -0.458498
35.2429 1.32044 0.38403 -0.586326 -0.479336
35.2882 1.33753 0.369096 -0.556774 -0.498977
35.3338 1.35399 0.353342 -0.526996 -0.517439
35.3795 1.36977 0.336794 -0.497012 -0.534745
35.4253 1.38483 0.319482 -0.466843 -0.550912
35.4713 1.39912 0.301439 -0.436507 -0.565959
35.5175 1.4126 0.282699 -0.406019 -0.579904
35.5638 1.42525 0.263301 -0.375396 -0.592763
35.6102 1.43701 0.243283 -0.34465 -0.60455
35.6567 1.44785 0.222689 -0.313794 -0.615281
35.7033 1.45775 0.201564 -0.282839 -0.624967
35.7501 1.46667 0.179953 -0.251796 -0.63362
35.7969 1.47458 0.157906 -0.220673 -0.641251
35.8438 1.48147 0.135473 -0.18948 -0.647867
35.8908 1.4873 0.112707 -0.158225 -0.653477
35.9378 1.49206 0.089659 -0.126915 -0.658087
35.9849 1.49574 0.0663855 -0.0955574 -0.661702
36.032 1.49832 0.0429416 -0.0641581 -0.664325
36.0792 1.49979 0.0193837 -0.0327239 -0.665957
36.1264 1.50015 -0.00423136 -0.00126108 -0.6666
36.1736 1.49939 -0.0278462 0.0302244 -0.666253
36.2209 1.49752 -0.0514036 0.0617262 -0.664913
36.2681 1.49453 -0.0748461 0.0932382 -0.662577
36.3153 1.49045 -0.0981169 0.124754 -0.659239
36.3625 1.48527 -0.12116 0.156266 -0.654893
36.4097 1.47901 -0.143919 0.187768 -0.649531
36.4569 1.4717 -0.16634 0.219252 -0.643143
36.504 1.46334 -0.188369 0.250709 -0.635718
36.551 1.45397 -0.209955 0.28213 -0.627244
36.598 1.4436 -0.231047 0.313505 -0.617707
36.6449 1.43228 -0.251597 0.344824 -0.607093
36.6917 1.42003 -0.271558 0.376073 -0.595384
36.7384 1.40688 -0.290886 0.40724 -0.582563
36.785 1.39288 -0.309539 0.43831 -0.568611
36.8315 1.37806 -0.327477 0.469266 -0.553507
36.8779 1.36246 -0.344663 0.500091 -0.537231
36.9242 1.34612 -0.361064 0.530765 -0.519759
36.9703 1.3291 -0.376646 0.561266 -0.501067
37.0163 1.31143 -0.391382 0.591571 -0.481132
37.0621 1.29317 -0.405245 0.621653 -0.459928
37.1078 1.27435 -0.418213 0.651484 -0.437429
37.1533 1.25503 -0.430265 0.681032 -0.413607
37.1987 1.23527 -0.441385 0.710263 -0.388437
37.2438 1.2151 -0.451558 0.739141 -0.361891
37.2888 1.19458 -0.460773 0.767624 -0.333942
37.3335 1.17375 -0.469022 0.795669 -0.304563
37.3781 1.15268 -0.476299 0.823229 -0.273728
37.4225 1.1314 -0.482603 0.850252 -0.24141
37.4666 1.10997 -0.487933 0.876684 -0.207587
37.5105 1.08843 -0.492293 0.902464 -0.172235
37.5542 1.06684 -0.495687 0.927529 -0.135334
37.5977 1.04523 -0.498124 0.951812 -0.0968655
37.6409 1.02365 -0.499614 0.97524 -0.056815
37.6839 1.00215 -0.500169 0.997735 -0.0151709
37.7266 0.980774 -0.499804 1.01922 0.0280739
37.7691 0.959554 -0.498536 1.0396 0.0729218
37.8114 0.938532 -0.496383 1.05879 0.11937
37.8534 0.917748 -0.493365 1.07669 0.167407
37.8951 0.897236 -0.489504 1.0932 0.217019
37.9365 0.877031 -0.484823 1.10822 0.268179
37.9777 0.857166 -0.479347 1.12165 0.320855
38.0187 0.837669 -0.4731 1.13336 0.375003
38.0593 0.818571 -0.46611 1.14325 0.43057
38.0997 0.799898 -0.458404 1.1512 0.487491
38.1398 0.781674 -0.45001 1.15709 0.54569
38.1796 0.763922 -0.440957 1.1608 0.605075
38.2192 0.746663 -0.431273 1.16222 0.665545
38.2585 0.729917 -0.420988 1.16123 0.726981
38.2975 0.7137 -0.410132 1.15771 0.78925
38.3362 0.698028 -0.398734 1.15157 0.852206
38.3747 0.682914 -0.386824 1.14269 0.915684
38.4129 0.668371 -0.374432 1.13097 0.979507
38.4508 0.65441 -0.361586 1.11634 1.04348
38.4884 0.641038 -0.348315 1.09871 1.1074
38.5258 0.628263 -0.334647 1.07803 1.17104
38.563 0.616092 -0.320611 1.05423 1.23417
38.5999 0.604528 -0.306233 1.02728 1.29654
38.6365 0.593575 -0.291541 0.997175 1.3579
38.6729 0.583235 -0.276559 0.963905 1.41797
38.709 0.57351 -0.261312 0.927493 1.4765
38.745 0.5644 -0.245826 0.88798 1.53321
38.7806 0.555903 -0.230121 0.845429 1.58783
38.8161 0.548019 -0.214222 0.799925 1.64008
38.8514 0.540745 -0.198148 0.751575 1.68969
38.8865 0.534079 -0.181921 0.700505 1.73641
38.9213 0.528017 -0.165559 0.646868 1.77998
38.956 0.522556 -0.149081 0.590833 1.82018
38.9906 0.517692 -0.132503 0.532589 1.85678
39.025 0.513421 -0.115842 0.472344 1.88958
39.0592 0.50974 -0.0991132 0.410321 1.91839
39.0933 0.506644 -0.0823309 0.346757 1.94307
39.1273 0.50413 -0.0655089 0.281902 1.96348
39.1612 0.502194 -0.0486599 0.216015 1.97951
39.195 0.500833 -0.0317962 0.149362 1.99108
39.2288 0.500044 -0.0149295 0.0822136 1.99813
39.2625 0.499825 0.00192895 0.0148432 2.00065
39.2962 0.500173 0.0187683 -0.0524757 1.99862
39.3298 0.501088 0.0355777 -0.119472 1.99208
39.3635 0.502567 0.0523465 -0.185878 1.98108
39.3971 0.504612 0.0690639 -0.251435 1.96571
39.4308 0.50722 0.0857192 -0.31589 1.94606
39.4646 0.510394 0.102301 -0.379003 1.92226
39.4984 0.514133 0.118798 -0.440545 1.89447
39.5323 0.518439 0.135197 -0.5003 1.86286
39.5663 0.523312 0.151486 -0.558068 1.8276
39.6004 0.528754 0.167652 -0.613667 1.78891
39.6346 0.534767 0.183681 -0.666929 1.747
39.6689 0.541353 0.199556 -0.717708 1.7021
39.7035 0.548512 0.215264 -0.765873 1.65444
39.7381 0.556245 0.230786 -0.811316 1.60429
39.773 0.564555 0.246105 -0.853946 1.55187
39.808 0.57344 0.261203 -0.893691 1.49745
39.8432 0.582902 0.276061 -0.9305 1.44128
39.8786 0.592939 0.290658 -0.964338 1.38361
39.9142 0.60355 0.304973 -0.99519 1.32469
39.9501 0.614734 0.318984 -1.02305 1.26474
39.9861 0.626486 0.332669 -1.04795 1.20402
40.0224 0.638804 0.346004 -1.06991 1.14274
40.0589 0.651682 0.358965 -1.08897 1.08112
40.0957 0.665115 0.371528 -1.10519 1.01935
40.1327 0.679094 0.383667 -1.11864 0.957631
40.17 0.693611 0.395357 -1.12939 0.89614
40.2075 0.708657 0.406572 -1.13753 0.835041
40.2452 0.72422 0.417286 -1.14314 0.774486
40.2833 0.740287 0.427471 -1.14632 0.714614
40.3215 0.756844 0.437101 -1.14718 0.655549
40.3601 0.773876 0.44615 -1.14581 0.597405
40.3989 0.791363 0.454591 -1.14232 0.540283
40.438 0.809288 0.462397 -1.1368 0.484271
40.4773 0.827629 0.469543 -1.12938 0.429446
40.517 0.846365 0.476003 -1.12014 0.375874
40.5568 0.86547 0.481751 -1.1092 0.323611
40.597 0.884918 0.486764 -1.09665 0.272705
40.6374 0.904682 0.491017 -1.08259 0.223193
40.6781 0.924733 0.494488 -1.06712 0.175105
40.719 0.945039 0.497155 -1.05033 0.128465
40.7602 0.965568 0.498997 -1.03231 0.0832869
40.8017 0.986285 0.499996 -1.01313 0.0395817
40.8434 1.00715 0.500133 -0.992894 -0.0026462
40.8853 1.02814 0.499392 -0.971665 -0.043397
40.9276 1.0492 0.497759 -0.949519 -0.0826751
40.97 1.07029 0.495221 -0.926526 -0.120489
41.0127 1.09138 0.491768 -0.90275 -0.156849
41.0557 1.11241 0.487389 -0.878254 -0.191769
41.0989 1.13336 0.48208 -0.853094 -0.225266
41.1423 1.15416 0.475835 -0.827325 -0.257358
41.1859 1.17478 0.468654 -0.800996 -0.288064
41.2298 1.19517 0.460535 -0.774156 -0.317404
41.2739 1.21529 0.451484 -0.746847 -0.345401
41.3182 1.23508 0.441504 -0.719111 -0.372076
41.3627 1.25449 0.430605 -0.690983 -0.397452
41.4074 1.27349 0.418799 -0.6625 -0.42155
41.4523 1.29201 0.406098 -0.633694 -0.444394
41.4974 1.31003 0.39252 -0.604593 -0.466006
41.5426 1.32748 0.378084 -0.575224 -0.486408
41.5881 1.34432 0.362813 -0.545613 -0.50562
41.6337 1.36051 0.346733 -0.515783 -0.523663
41.6795 1.376 0.32987 -0.485754 -0.540558
41.7254 1.39075 0.312257 -0.455544 -0.556322
41.7714 1.40472 0.293926 -0.425173 -0.570973
41.8176 1.41787 0.274913 -0.394654 -0.58453
41.864 1.43015 0.255258 -0.364003 -0.597007
41.9104 1.44155 0.235 -0.333233 -0.608419
41.957 1.45201 0.214185 -0.302356 -0.618779
42.0037 1.46152 0.192856 -0.271383 -0.6281
42.0504 1.47003 0.171062 -0.240323 -0.636393
42.0973 1.47753 0.148851 -0.209185 -0.643667
42.1442 1.48399 0.126276 -0.177979 -0.64993
42.1912 1.48939 0.103388 -0.146712 -0.655191
42.2383 1.49371 0.0802412 -0.115391 -0.659453
42.2854 1.49695 0.0568911 -0.0840228 -0.662721
42.3325 1.49908 0.0333935 -0.0526143 -0.664999
42.3797 1.5001 0.00980484 -0.0211716 -0.666287
42.427 1.5 -0.0138177 0.0102991 -0.666586
42.4742 1.49879 -0.0374168 0.0417916 -0.665894
42.5214 1.49647 -0.0609351 0.0732999 -0.664208
42.5686 1.49304 -0.0843154 0.104818 -0.661523
42.6159 1.48851 -0.107501 0.136338 -0.657835
42.6631 1.48289 -0.130436 0.167854 -0.653135
42.7102 1.4762 -0.153065 0.199358 -0.647416
42.7573 1.46846 -0.175334 0.230843 -0.640667
42.8044 1.45969 -0.19719 0.262299 -0.632876
