# phi u uprime x y
1.74332 0.513907 0.0891859 -0.334041 1.91699
1.77032 0.516493 0.102349 -0.383739 1.89773
1.79736 0.519438 0.115461 -0.43245 1.87596
1.82446 0.522745 0.128515 -0.480066 1.85176
1.85162 0.526412 0.141505 -0.526484 1.82524
1.87885 0.530442 0.154424 -0.571608 1.79647
1.90616 0.534835 0.167265 -0.615347 1.76558
1.93354 0.539592 0.180022 -0.657618 1.73265
1.96102 0.544713 0.192686 -0.698346 1.69782
1.9886 0.550201 0.20525 -0.737463 1.66118
2.01628 0.556055 0.217705 -0.774907 1.62287
2.04406 0.562277 0.230043 -0.810624 1.583
2.07196 0.568866 0.242255 -0.84457 1.5417
2.09998 0.575825 0.254332 -0.876706 1.4991
2.12812 0.583152 0.266263 -0.907002 1.45532
2.1564 0.590848 0.27804 -0.935435 1.41048
2.1848 0.598912 0.289651 -0.961989 1.36472
2.21335 0.607345 0.301085 -0.986654 1.31815
2.24203 0.616145 0.312333 -1.00943 1.27089
2.27087 0.625312 0.323382 -1.03032 1.22306
2.29985 0.634843 0.33422 -1.04934 1.17479
2.32898 0.644738 0.344837 -1.06649 1.12617
2.35828 0.654993 0.355219 -1.08181 1.07731
2.38773 0.665606 0.365354 -1.09532 1.02833
2.41734 0.676573 0.375229 -1.10704 0.979311
2.44712 0.687892 0.384832 -1.11702 0.930353
2.47706 0.699557 0.394149 -1.12529 0.881544
2.50717 0.711565 0.403168 -1.13189 0.832966
2.53746 0.723909 0.411874 -1.13687 0.784699
2.56791 0.736583 0.420254 -1.14028 0.736815
2.59854 0.749582 0.428294 -1.14215 0.689381
2.62935 0.762898 0.435982 -1.14255 0.642461
2.66033 0.776523 0.443302 -1.14152 0.596112
2.6915 0.790448 0.450242 -1.13911 0.550386
2.72284 0.804665 0.456788 -1.13537 0.505333
2.75436 0.819164 0.462926 -1.13037 0.460994
2.78606 0.833933 0.468642 -1.12414 0.417409
2.81794 0.848962 0.473924 -1.11675 0.374612
2.85 0.864239 0.478759 -1.10824 0.332634
2.88225 0.87975 0.483133 -1.09867 0.291502
2.91467 0.895483 0.487033 -1.08809 0.251238
2.94728 0.911422 0.490448 -1.07654 0.211862
2.98006 0.927554 0.493366 -1.06407 0.173391
3.01303 0.943862 0.495774 -1.05073 0.135838
3.04617 0.96033 0.497663 -1.03657 0.0992129
3.07949 0.97694 0.499021 -1.02163 0.0635251
3.11299 0.993674 0.499839 -1.00595 0.0287799
3.14666 1.01051 0.500107 -0.989582 -0.00501907
3.18051 1.02744 0.499816 -0.972554 -0.0378702
3.21453 1.04444 0.498958 -0.954909 -0.0697736
3.24872 1.06148 0.497527 -0.936684 -0.100731
3.28308 1.07854 0.495514 -0.917915 -0.130746
3.3176 1.09561 0.492915 -0.898635 -0.159822
3.35229 1.11265 0.489725 -0.878877 -0.187966
3.38714 1.12966 0.48594 -0.858671 -0.215183
3.42214 1.1466 0.481557 -0.838048 -0.241482
3.4573 1.16345 0.476574 -0.817035 -0.266871
3.49261 1.18018 0.470991 -0.795659 -0.291359
3.52807 1.19678 0.464806 -0.773945 -0.314956
3.56368 1.21321 0.458022 -0.751917 -0.33767
3.59943 1.22946 0.450641 -0.729598 -0.359513
3.63531 1.24549 0.442666 -0.70701 -0.380496
3.67133 1.26129 0.434103 -0.684173 -0.400628
3.70748 1.27682 0.424956 -0.661106 -0.419922
3.74375 1.29206 0.415233 -0.637827 -0.438388
3.78015 1.30699 0.404943 -0.614353 -0.456037
3.81666 1.32159 0.394095 -0.590701 -0.472881
3.85329 1.33582 0.382699 -0.566885 -0.488929
3.89002 1.34966 0.370767 -0.54292 -0.504194
3.92686 1.36309 0.358312 -0.518818 -0.518685
3.9638 1.37609 0.345349 -0.494592 -0.532413
4.00083 1.38864 0.331892 -0.470254 -0.545388
4.03796 1.40071 0.317958 -0.445814 -0.557621
4.07517 1.41227 0.303564 -0.421283 -0.569119
4.11246 1.42332 0.288729 -0.396669 -0.579893
4.14982 1.43383 0.273472 -0.371983 -0.589952
4.18726 1.44378 0.257814 -0.347231 -0.599304
4.22477 1.45315 0.241775 -0.322422 -0.607956
4.26234 1.46193 0.225379 -0.297562 -0.615916
4.29996 1.47009 0.208647 -0.272658 -0.623192
4.33764 1.47764 0.191604 -0.247716 -0.62979
4.37538 1.48454 0.174273 -0.222742 -0.635715
4.41315 1.4908 0.156681 -0.19774 -0.640974
4.45097 1.49639 0.138852 -0.172717 -0.645571
4.48883 1.5013 0.120812 -0.147676 -0.649511
4.52671 1.50554 0.102589 -0.122621 -0.652798
4.56463 1.50908 0.0842087 -0.0975577 -0.655435
4.60257 1.51192 0.0656987 -0.0724887 -0.657424
4.64053 1.51407 0.0470868 -0.047418 -0.658769
4.67851 1.5155 0.0284007 -0.0223492 -0.659469
4.7165 1.51622 0.00966844 0.00271432 -0.659528
4.75451 1.51624 -0.00908192 0.0277691 -0.658943
4.79251 1.51553 -0.0278222 0.0528117 -0.657717
4.83052 1.51412 -0.0465243 0.0778388 -0.655846
4.86853 1.512 -0.0651601 0.102847 -0.653331
4.90653 1.50917 -0.0837016 0.127832 -0.650169
4.94452 1.50564 -0.102121 0.152792 -0.646357
4.98249 1.50141 -0.120391 0.177721 -0.641891
5.02045 1.4965 -0.138485 0.202616 -0.636769
5.05839 1.4909 -0.156374 0.227473 -0.630985
5.0963 1.48464 -0.174034 0.252286 -0.624534
5.13419 1.47771 -0.191437 0.277051 -0.617411
5.17204 1.47014 -0.208559 0.301763 -0.609608
5.20985 1.46193 -0.225375 0.326415 -0.60112
5.24762 1.4531 -0.24186 0.351002 -0.591939
5.28535 1.44367 -0.257991 0.375517 -0.582057
5.32303 1.43365 -0.273744 0.399952 -0.571465
5.36065 1.42306 -0.289099 0.4243 -0.560154
5.39822 1.41191 -0.304033 0.448552 -0.548116
5.43572 1.40024 -0.318526 0.472698 -0.53534
5.47316 1.38804 -0.332559 0.496729 -0.521815
5.51053 1.37536 -0.346113 0.520634 -0.507532
5.54782 1.36221 -0.359171 0.544401 -0.492479
5.58503 1.3486 -0.371717 0.568018 -0.476645
5.62216 1.33457 -0.383735 0.591471 -0.460018
5.6592 1.32014 -0.395211 0.614747 -0.442586
5.69614 1.30534 -0.406132 0.637828 -0.424337
5.73299 1.29018 -0.416486 0.6607 -0.40526
5.76973 1.27469 -0.426262 0.683344 -0.385342
5.80636 1.2589 -0.435451 0.705742 -0.364571
5.84289 1.24283 -0.444045 0.727872 -0.342934
5.87929 1.22652 -0.452037 0.749715 -0.32042
5.91558 1.20998 -0.45942 0.771247 -0.297017
5.95174 1.19323 -0.46619 0.792445 -0.272713
5.98777 1.17632 -0.472344 0.813282 -0.247498
6.02367 1.15926 -0.47788 0.833732 -0.221361
6.05943 1.14208 -0.482796 0.853767 -0.194292
6.09504 1.1248 -0.487092 0.873357 -0.166282
6.13051 1.10745 -0.490771 0.892469 -0.137323
6.16584 1.09006 -0.493834 0.911072 -0.107407
6.201 1.07264 -0.496284 0.92913 -0.0765289
6.23602 1.05523 -0.498127 0.946607 -0.044683
6.27087 1.03784 -0.499368 0.963465 -0.0118662
6.30556 1.0205 -0.500013 0.979664 0.021923
6.34008 1.00323 -0.500069 0.995163 0.0566847
6.37444 0.986058 -0.499545 1.00992 0.0924166
6.40863 0.968995 -0.49845 1.02389 0.129114
6.44264 0.952065 -0.496793 1.03702 0.166771
6.47647 0.935288 -0.494585 1.04928 0.205377
6.51013 0.918682 -0.491838 1.0606 0.244921
6.54361 0.902265 -0.488562 1.07095 0.285386
6.57691 0.886055 -0.484771 1.08026 0.326754
6.61003 0.870067 -0.480476 1.08849 0.369002
6.64297 0.854318 -0.475691 1.09558 0.412104
6.67572 0.83882 -0.47043 1.10148 0.45603
6.70828 0.82359 -0.464707 1.10613 0.500745
6.74066 0.808638 -0.458535 1.10948 0.54621
6.77286 0.793978 -0.45193 1.11148 0.592379
6.80487 0.779621 -0.444906 1.11206 0.639206
6.83669 0.765577 -0.437477 1.11117 0.686635
6.86833 0.751857 -0.42966 1.10877 0.734606
6.89978 0.738468 -0.421468 1.10479 0.783055
6.93105 0.72542 -0.412916 1.09919 0.831911
6.96213 0.71272 -0.404021 1.09192 0.881097
6.99304 0.700374 -0.394796 1.08293 0.930533
7.02376 0.688389 -0.385257 1.07219 0.980129
7.0543 0.676771 -0.375418 1.05964 1.02979
7.08466 0.665523 -0.365294 1.04526 1.07943
7.11485 0.654651 -0.3549 1.02902 1.12893
7.14486 0.644157 -0.344249 1.01088 1.17818
7.1747 0.634045 -0.333355 0.990837 1.22708
7.20437 0.624317 -0.322234 0.968864 1.2755
7.23387 0.614976 -0.310897 0.944957 1.32333
7.26321 0.606022 -0.299358 0.919114 1.37043
7.29239 0.597457 -0.28763 0.891341 1.41668
7.3214 0.589281 -0.275725 0.861652 1.46195
7.35027 0.581495 -0.263656 0.830068 1.50611
7.37898 0.574099 -0.251435 0.796618 1.54903
7.40755 0.567091 -0.239072 0.761341 1.59056
7.43598 0.560471 -0.226579 0.724281 1.63059
7.46426 0.554239 -0.213968 0.685494 1.66898
7.49242 0.548393 -0.201247 0.645042 1.70561
7.52045 0.542931 -0.188427 0.602996 1.74035
7.54835 0.537852 -0.175517 0.559436 1.77309
7.57614 0.533154 -0.162527 0.514448 1.8037
7.60382 0.528835 -0.149465 0.468125 1.83209
7.63139 0.524894 -0.13634 0.42057 1.85815
7.65887 0.521328 -0.123159 0.371889 1.88178
7.68625 0.518136 -0.109931 0.322196 1.90291
7.71356 0.515315 -0.0966615 0.27161 1.92146
7.74078 0.512864 -0.0833587 0.220253 1.93735
7.76793 0.510781 -0.0700287 0.168253 1.95054
7.79503 0.509065 -0.056678 0.11574 1.96097
7.82207 0.507712 -0.0433127 0.0628474 1.96862
7.84906 0.506724 -0.0299387 0.00970901 1.97344
7.87602 0.506097 -0.0165616 -0.0435393 1.97543
7.90295 0.505831 -0.00318701 -0.0967617 1.97458
7.92985 0.505925 0.0101797 -0.149823 1.97089
7.95675 0.506378 0.0235331 -0.202588 1.96439
7.98364 0.50719 0.0368679 -0.254925 1.9551
8.01054 0.508361 0.0501788 -0.306704 1.94305
8.03745 0.509891 0.0634605 -0.357798 1.92829
8.06438 0.511778 0.0767074 -0.408084 1.91088
8.09134 0.514025 0.089914 -0.457443 1.89089
8.11834 0.516631 0.103075 -0.505762 1.86837
8.14539 0.519596 0.116183 -0.552931 1.84343
8.17249 0.522923 0.129234 -0.598848 1.81614
8.19965 0.52661 0.14222 -0.643417 1.78661
8.22689 0.53066 0.155135 -0.686547 1.75493
8.2542 0.535072 0.167972 -0.728157 1.72122
8.28159 0.539849 0.180724 -0.768169 1.68558
8.30907 0.544991 0.193383 -0.806517 1.64814
8.33665 0.550499 0.205941 -0.843139 1.60901
8.36434 0.556373 0.21839 -0.877982 1.56832
8.39213 0.562615 0.230722 -0.911003 1.5262
8.42003 0.569225 0.242927 -0.942163 1.48276
8.44806 0.576203 0.254996 -0.971433 1.43815
8.47621 0.58355 0.266919 -0.99879 1.39248
8.50449 0.591267 0.278687 -1.02422 1.34589
8.5329 0.599351 0.290289 -1.04772 1.29849
8.56145 0.607804 0.301713 -1.06928 1.25042
8.59014 0.616625 0.31295 -1.08891 1.20179
8.61898 0.625811 0.323988 -1.10663 1.15271
8.64797 0.635363 0.334815 -1.12244 1.10331
8.67712 0.645277 0.345419 -1.13638 1.05369
8.70642 0.655551 0.355788 -1.14848 1.00397
8.73588 0.666184 0.365909 -1.15876 0.954225
8.7655 0.677171 0.37577 -1.16726 0.90457
8.79528 0.688509 0.385358 -1.17402 0.855089
8.82524 0.700193 0.394659 -1.17909 0.80587
8.85536 0.712219 0.403661 -1.18252 0.756993
8.88565 0.724581 0.41235 -1.18435 0.708531
8.91611 0.737274 0.420712 -1.18463 0.660555
8.94675 0.75029 0.428734 -1.18342 0.61313
8.97757 0.763623 0.436402 -1.18076 0.566313
9.00856 0.777265 0.443702 -1.17672 0.52016
9.03973 0.791206 0.450621 -1.17135 0.474719
9.07108 0.805439 0.457145 -1.16471 0.430034
9.10261 0.819952 0.46326 -1.15684 0.386146
9.13432 0.834736 0.468954 -1.1478 0.343089
9.16621 0.849779 0.474212 -1.13766 0.300894
9.19829 0.865069 0.479022 -1.12645 0.259588
9.23054 0.880593 0.48337 -1.11424 0.219194
9.26297 0.896337 0.487245 -1.10108 0.179732
9.29559 0.912288 0.490633 -1.08701 0.141219
9.32838 0.92843 0.493524 -1.07209 0.103667
9.36136 0.944747 0.495905 -1.05636 0.0670869
9.39451 0.961223 0.497765 -1.03986 0.031486
9.42784 0.97784 0.499094 -1.02266 -0.00313036
9.46135 0.994581 0.499882 -1.00478 -0.0367593
9.49503 1.01143 0.50012 -0.986263 -0.0693999
9.52888 1.02836 0.499799 -0.967158 -0.101053
9.56291 1.04536 0.49891 -0.9475 -0.131722
9.59711 1.0624 0.497447 -0.927325 -0.16141
9.63148 1.07946 0.495403 -0.906668 -0.190123
9.66601 1.09653 0.492773 -0.885562 -0.217867
9.7007 1.11358 0.489551 -0.86404 -0.244651
9.73556 1.13058 0.485734 -0.842132 -0.270484
9.77057 1.14751 0.481318 -0.819866 -0.295373
9.80574 1.16436 0.476303 -0.797271 -0.31933
9.84106 1.18108 0.470687 -0.774372 -0.342366
9.87653 1.19767 0.46447 -0.751193 -0.36449
9.91214 1.2141 0.457653 -0.727759 -0.385716
9.94789 1.23033 0.45024 -0.70409 -0.406054
9.98379 1.24636 0.442233 -0.680208 -0.425517
10.0198 1.26214 0.433638 -0.656133 -0.444117
10.056 1.27765 0.42446 -0.631882 -0.461866
10.0922 1.29288 0.414707 -0.607473 -0.478776
10.1286 1.3078 0.404386 -0.582922 -0.494858
10.1652 1.32237 0.393508 -0.558245 -0.510127
10.2018 1.33658 0.382083 -0.533455 -0.524592
10.2385 1.3504 0.370122 -0.508567 -0.538266
10.2754 1.36381 0.35764 -0.483592 -0.55116
10.3123 1.37679 0.344649 -0.458542 -0.563285
10.3494 1.38931 0.331166 -0.433429 -0.574653
10.3865 1.40135 0.317207 -0.408261 -0.585273
10.4237 1.41289 0.302789 -0.38305 -0.595156
10.461 1.42391 0.287931 -0.357803 -0.604311
10.4984 1.43439 0.272652 -0.332528 -0.612748
10.5358 1.4443 0.256972 -0.307234 -0.620476
10.5733 1.45365 0.240914 -0.281926 -0.627502
10.6109 1.46239 0.224498 -0.256613 -0.633836
10.6485 1.47053 0.207749 -0.231299 -0.639484
10.6862 1.47804 0.19069 -0.20599 -0.644452
10.7239 1.48491 0.173344 -0.180692 -0.648749
10.7617 1.49113 0.155738 -0.15541 -0.652379
10.7995 1.49668 0.137897 -0.130147 -0.655347
10.8374 1.50156 0.119847 -0.104909 -0.657659
10.8753 1.50576 0.101614 -0.0796987 -0.659318
10.9132 1.50926 0.083226 -0.0545208 -0.660328
10.9511 1.51207 0.0647096 -0.0293788 -0.660691
10.9891 1.51418 0.0460928 -0.00427613 -0.660412
11.0271 1.51557 0.0274033 0.0207838 -0.65949
11.0651 1.51626 0.00866906 0.0457974 -0.657927
11.1031 1.51623 -0.0100817 0.0707616 -0.655723
11.1411 1.51549 -0.0288209 0.0956727 -0.652879
11.1791 1.51404 -0.0475204 0.120527 -0.649394
11.2171 1.51188 -0.0661522 0.145322 -0.645267
11.2551 1.50901 -0.0846882 0.170053 -0.640494
11.2931 1.50544 -0.103101 0.194717 -0.635075
11.3311 1.50118 -0.121362 0.219309 -0.629006
11.369 1.49623 -0.139446 0.243825 -0.622283
11.4069 1.4906 -0.157324 0.26826 -0.614902
11.4449 1.4843 -0.174971 0.29261 -0.606858
11.4827 1.47734 -0.19236 0.316869 -0.598146
11.5206 1.46973 -0.209467 0.341032 -0.588759
11.5584 1.46149 -0.226266 0.365091 -0.578691
11.5962 1.45263 -0.242733 0.389041 -0.567935
11.6339 1.44317 -0.258844 0.412874 -0.556484
11.6716 1.43312 -0.274577 0.436582 -0.544329
11.7092 1.42249 -0.28991 0.460157 -0.531462
11.7468 1.41132 -0.304821 0.48359 -0.517874
11.7843 1.39961 -0.319291 0.50687 -0.503556
11.8217 1.3874 -0.333299 0.529987 -0.488498
11.859 1.37469 -0.346828 0.55293 -0.472691
11.8963 1.36151 -0.359859 0.575685 -0.456123
11.9335 1.34788 -0.372378 0.598241 -0.438785
11.9707 1.33383 -0.384368 0.620583 -0.420665
12.0077 1.31938 -0.395815 0.642695 -0.401753
12.0446 1.30455 -0.406706 0.664561 -0.382037
12.0815 1.28937 -0.41703 0.686164 -0.361508
12.1182 1.27387 -0.426775 0.707486 -0.340152
12.1548 1.25806 -0.435933 0.728507 -0.317961
12.1914 1.24198 -0.444496 0.749205 -0.294922
12.2278 1.22565 -0.452455 0.76956 -0.271025
12.264 1.2091 -0.459806 0.789547 -0.24626
12.3002 1.19235 -0.466544 0.809142 -0.220617
12.3362 1.17543 -0.472666 0.828318 -0.194087
12.3721 1.15836 -0.478168 0.847048 -0.166661
12.4078 1.14117 -0.483052 0.865303 -0.138331
12.4435 1.12389 -0.487316 0.883052 -0.109089
12.4789 1.10654 -0.490962 0.900264 -0.07893
12.5142 1.08914 -0.493992 0.916904 -0.0478483
12.5494 1.07173 -0.496411 0.932938 -0.0158403
12.5844 1.05431 -0.498222 0.948329 0.0170966
12.6192 1.03693 -0.499431 0.963039 0.0509632
12.6539 1.01959 -0.500045 0.977028 0.0857586
12.6884 1.00233 -0.50007 0.990254 0.12148
12.7228 0.985157 -0.499516 1.00268 0.158122
12.757 0.9681 -0.498391 1.01425 0.195678
12.791 0.951177 -0.496705 1.02493 0.234137
12.8248 0.934408 -0.494469 1.03466 0.273488
12.8584 0.917812 -0.491693 1.04341 0.313714
12.8919 0.901406 -0.48839 1.05111 0.354797
12.9252 0.885207 -0.484572 1.05773 0.396715
12.9583 0.869231 -0.480251 1.06321 0.439441
12.9912 0.853494 -0.475441 1.06749 0.482945
13.024 0.83801 -0.470155 1.07053 0.527194
13.0565 0.822793 -0.464408 1.07227 0.57215
13.0889 0.807857 -0.458213 1.07267 0.617768
13.1211 0.793212 -0.451586 1.07166 0.664003
13.1531 0.778871 -0.44454 1.0692 0.7108
13.1849 0.764844 -0.43709 1.06523 0.758102
13.2165 0.75114 -0.429253 1.05971 0.805847
13.248 0.737769 -0.421041 1.05259 0.853965
13.2792 0.724739 -0.412472 1.04383 0.902382
13.3103 0.712057 -0.403559 1.03337 0.951019
13.3412 0.69973 -0.394317 1.02118 0.999792
13.3719 0.687764 -0.384762 1.00722 1.04861
13.4024 0.676165 -0.374907 0.991465 1.09737
13.4328 0.664936 -0.364769 0.973877 1.14599
13.463 0.654084 -0.354361 0.954435 1.19434
13.493 0.64361 -0.343697 0.93312 1.24233
13.5228 0.633518 -0.332791 0.90992 1.28983
13.5524 0.62381 -0.321658 0.884827 1.33673
13.5819 0.614489 -0.31031 0.857842 1.38291
13.6113 0.605555 -0.298761 0.828972 1.42823
13.6404 0.59701 -0.287023 0.79823 1.47258
13.6694 0.588855 -0.275109 0.765639 1.51582
13.6983 0.581089 -0.263032 0.73123 1.55783
13.727 0.573712 -0.250803 0.695039 1.59846
13.7556 0.566725 -0.238433 0.657114 1.63761
13.784 0.560125 -0.225934 0.617509 1.67512
13.8123 0.553913 -0.213316 0.576287 1.71089
13.8404 0.548086 -0.20059 0.533519 1.74478
13.8684 0.542644 -0.187765 0.489285 1.77669
13.8963 0.537585 -0.174851 0.44367 1.80649
13.9241 0.532907 -0.161857 0.39677 1.83407
13.9518 0.528608 -0.148792 0.348684 1.85935
13.9794 0.524686 -0.135663 0.299522 1.88222
14.0068 0.52114 -0.12248 0.249395 1.9026
14.0342 0.517967 -0.109249 0.198424 1.9204
14.0615 0.515165 -0.0959778 0.14673 1.93557
14.0887 0.512733 -0.0826733 0.0944425 1.94804
14.1159 0.510669 -0.0693421 0.0416911 1.95777
14.143 0.508971 -0.0559905 -0.0113909 1.96471
14.17 0.507638 -0.0426245 -0.0646685 1.96885
14.197 0.506668 -0.0292502 -0.118006 1.97015
14.2239 0.506059 -0.015873 -0.171266 1.96862
14.2509 0.505812 -0.00249866 -0.224314 1.96425
14.2778 0.505925 0.0108675 -0.277014 1.95707
14.3047 0.506396 0.0242201 -0.329234 1.9471
14.3316 0.507227 0.0375539 -0.380843 1.93437
14.3585 0.508416 0.0508635 -0.431715 1.91893
14.3854 0.509964 0.0641436 -0.481725 1.90083
14.4123 0.51187 0.0773886 -0.530754 1.88014
14.4393 0.514135 0.090593 -0.57869 1.85693
14.4663 0.51676 0.103751 -0.625422 1.83128
14.4933 0.519744 0.116857 -0.670847 1.80328
14.5204 0.523089 0.129905 -0.714871 1.77303
14.5476 0.526795 0.142887 -0.757401 1.74063
14.5748 0.530863 0.155799 -0.798357 1.70618
14.6021 0.535294 0.168632 -0.837662 1.6698
14.6295 0.540089 0.181379 -0.875248 1.63161
14.657 0.54525 0.194033 -0.911055 1.59173
14.6846 0.550776 0.206586 -0.945031 1.55029
14.7123 0.556669 0.219029 -0.977132 1.5074
14.7401 0.56293 0.231355 -1.00732 1.46321
14.768 0.569559 0.243553 -1.03557 1.41783
14.796 0.576556 0.255615 -1.06185 1.3714
14.8242 0.583922 0.267531 -1.08616 1.32405
14.8525 0.591657 0.27929 -1.10849 1.2759
14.8809 0.599761 0.290883 -1.12884 1.22708
14.9094 0.608233 0.302299 -1.14721 1.17771
14.9381 0.617072 0.313526 -1.16362 1.12791
14.967 0.626277 0.324553 -1.1781 1.0778
14.996 0.635847 0.335369 -1.19066 1.02749
15.0251 0.645779 0.345962 -1.20133 0.977088
15.0544 0.656072 0.356318 -1.21016 0.926696
15.0839 0.666723 0.366427 -1.21718 0.876412
15.1135 0.677728 0.376274 -1.22243 0.82633
15.1433 0.689084 0.385848 -1.22596 0.776537
15.1733 0.700785 0.395135 -1.22782 0.727116
15.2034 0.712829 0.404121 -1.22806 0.678144
15.2337 0.725208 0.412794 -1.22674 0.629692
15.2642 0.737917 0.421139 -1.22391 0.581826
15.2949 0.75095 0.429143 -1.21962 0.534606
15.3257 0.764299 0.436793 -1.21394 0.488089
15.3567 0.777956 0.444074 -1.20692 0.442323
15.3879 0.791913 0.450974 -1.19862 0.397355
15.4192 0.80616 0.457477 -1.18909 0.353224
15.4508 0.820687 0.463572 -1.17841 0.309967
15.4825 0.835485 0.469244 -1.16661 0.267615
15.5144 0.850541 0.47448 -1.15376 0.226195
15.5464 0.865843 0.479266 -1.13991 0.18573
15.5787 0.881378 0.483591 -1.12512 0.146241
15.6112 0.897133 0.487442 -1.10944 0.107743
15.6438 0.913094 0.490805 -1.09292 0.0702488
15.6766 0.929245 0.49367 -1.07561 0.0337689
15.7096 0.945571 0.496025 -1.05756 -0.00168992
15.7427 0.962055 0.497859 -1.03881 -0.036123
15.7761 0.978679 0.499162 -1.01942 -0.0695281
15.8096 0.995426 0.499922 -0.999413 -0.101905
15.8433 1.01228 0.500132 -0.978843 -0.133256
15.8771 1.02921 0.499782 -0.957747 -0.163584
15.9112 1.04621 0.498865 -0.936162 -0.192895
15.9454 1.06326 0.497373 -0.914126 -0.221195
15.9797 1.08032 0.4953 -0.891672 -0.248492
16.0143 1.09739 0.49264 -0.868834 -0.274794
16.049 1.11443 0.489388 -0.845643 -0.300112
16.0839 1.13143 0.485541 -0.822127 -0.324456
16.1189 1.14836 0.481095 -0.798317 -0.347837
16.154 1.1652 0.47605 -0.774237 -0.370268
16.1894 1.18192 0.470403 -0.749914 -0.39176
16.2248 1.19851 0.464156 -0.725371 -0.412326
16.2605 1.21492 0.457309 -0.700631 -0.431979
16.2962 1.23115 0.449866 -0.675714 -0.450733
16.3321 1.24716 0.44183 -0.650641 -0.4686
16.3682 1.26293 0.433205 -0.62543 -0.485595
16.4043 1.27843 0.423998 -0.600098 -0.501729
16.4406 1.29364 0.414216 -0.574663 -0.517017
16.477 1.30854 0.403867 -0.54914 -0.531472
16.5135 1.3231 0.392961 -0.523543 -0.545106
16.5502 1.33729 0.381509 -0.497885 -0.557932
16.5869 1.35109 0.369522 -0.472179 -0.569963
16.6238 1.36448 0.357013 -0.446437 -0.581211
16.6607 1.37744 0.343998 -0.420669 -0.591687
16.6978 1.38993 0.33049 -0.394886 -0.601404
16.7349 1.40195 0.316508 -0.369098 -0.610372
16.7721 1.41346 0.302067 -0.343312 -0.618602
16.8094 1.42446 0.287187 -0.317537 -0.626104
16.8468 1.43491 0.271887 -0.29178 -0.632888
16.8842 1.4448 0.256188 -0.26605 -0.638963
16.9217 1.45411 0.240111 -0.24035 -0.644338
16.9593 1.46282 0.223679 -0.214689 -0.649022
16.9969 1.47093 0.206913 -0.189072 -0.653022
