# phi u uprime x y
36.575 1 0 0.431978 -0.901884
36.625 1 0 0.476513 -0.879167
36.675 1 0 0.519858 -0.854253
36.725 1 0 0.561903 -0.827203
36.775 1 0 0.602544 -0.798086
36.825 1 0 0.641678 -0.766974
36.875 1 0 0.679209 -0.733945
36.925 1 0 0.715042 -0.699081
36.975 1 0 0.749088 -0.66247
37.025 1 0 0.781262 -0.624204
37.075 1 0 0.811482 -0.584377
37.125 1 0 0.839675 -0.543089
37.175 1 0 0.865769 -0.500444
37.225 1 0 0.889699 -0.456548
37.275 1 0 0.911405 -0.411511
37.325 1 0 0.930833 -0.365446
37.375 1 0 0.947934 -0.318467
37.425 1 0 0.962666 -0.270692
37.475 1 0 0.974992 -0.222241
37.525 1 0 0.984881 -0.173233
37.575 1 0 0.992308 -0.123793
37.625 1 0 0.997255 -0.074044
37.675 1 0 0.999709 -0.0241095
37.725 1 0 0.999665 0.0258853
37.775 1 0 0.997122 0.0758153
37.825 1 0 0.992087 0.125556
37.875 1 0 0.984572 0.174983
37.925 1 0 0.974596 0.223972
37.975 1 0 0.962184 0.272402
38.025 1 0 0.947367 0.32015
38.075 1 0 0.930182 0.367099
38.125 1 0 0.910672 0.41313
38.175 1 0 0.888886 0.458128
38.225 1 0 0.864878 0.501981
38.275 1 0 0.838709 0.54458
38.325 1 0 0.810443 0.585817
38.375 1 0 0.780152 0.62559
38.425 1 0 0.74791 0.6638
38.475 1 0 0.713799 0.70035
38.525 1 0 0.677904 0.73515
38.575 1 0 0.640315 0.768113
38.625 1 0 0.601125 0.799155
38.675 1 0 0.560433 0.8282
38.725 1 0 0.51834 0.855175
38.775 1 0 0.474951 0.880012
38.825 1 0 0.430375 0.90265
38.875 1 0 0.384723 0.923032
38.925 1 0 0.33811 0.941107
38.975 1 0 0.290652 0.956829
39.025 1 0 0.242467 0.97016
39.075 1 0 0.193676 0.981065
39.125 1 0 0.144402 0.989519
39.175 1 0 0.0947658 0.9955
39.225 1 0 0.0448931 0.998992
39.275 1 0 -0.00509181 0.999987
39.325 1 0 -0.055064 0.998483
39.375 1 0 -0.104898 0.994483
39.425 1 0 -0.154471 0.987997
39.475 1 0 -0.203657 0.979042
39.525 1 0 -0.252334 0.96764
39.575 1 0 -0.300381 0.953819
39.625 1 0 -0.347676 0.937615
39.675 1 0 -0.394103 0.919066
39.725 1 0 -0.439545 0.898221
39.775 1 0 -0.483888 0.87513
39.825 1 0 -0.527021 0.849852
39.875 1 0 -0.568838 0.82245
39.925 1 0 -0.609232 0.792992
39.975 1 0 -0.648104 0.761552
40.025 1 0 -0.685356 0.728209
40.075 1 0 -0.720894 0.693045
40.125 1 0 -0.754631 0.656149
40.175 1 0 -0.786482 0.617613
40.225 1 0 -0.816367 0.577534
40.275 1 0 -0.844211 0.536011
40.325 1 0 -0.869946 0.493148
40.375 1 0 -0.893505 0.449052
40.425 1 0 -0.914832 0.403835
40.475 1 0 -0.933872 0.357607
40.525 1 0 -0.950578 0.310486
40.575 1 0 -0.964908 0.262589
40.625 1 0 -0.976826 0.214036
40.675 1 0 -0.986302 0.164947
40.725 1 0 -0.993314 0.115447
40.775 1 0 -0.997842 0.0656572
40.825 1 0 -0.999877 0.0157039
40.875 1 0 -0.999412 -0.0342888
40.925 1 0 -0.996449 -0.0841957
40.975 1 0 -0.990996 -0.133892
41.025 1 0 -0.983066 -0.183254
41.075 1 0 -0.972678 -0.232158
41.125 1 0 -0.959859 -0.280481
41.175 1 0 -0.944642 -0.328104
41.225 1 0 -0.927063 -0.374906
41.275 1 0 -0.907167 -0.420771
41.325 1 0 -0.885003 -0.465585
41.375 1 0 -0.860628 -0.509235
41.425 1 0 -0.834101 -0.551612
41.475 1 0 -0.805489 -0.59261
41.525 1 0 -0.774865 -0.632127
41.575 1 0 -0.742303 -0.670064
41.625 1 0 -0.707886 -0.706327
41.675 1 0 -0.6717 -0.740823
41.725 1 0 -0.633835 -0.773469
41.775 1 0 -0.594385 -0.804181
41.825 1 0 -0.55345 -0.832882
41.875 1 0 -0.511132 -0.859502
41.925 1 0 -0.467536 -0.883974
41.975 1 0 -0.422771 -0.906237
42.025 1 0 -0.37695 -0.926234
42.075 1 0 -0.330186 -0.943916
42.125 1 0 -0.282597 -0.959239
42.175 1 0 -0.234302 -0.972164
42.225 1 0 -0.185422 -0.982659
42.275 1 0 -0.136077 -0.990698
42.325 1 0 -0.086393 -0.996261
42.375 1 0 -0.0364927 -0.999334
42.425 1 0 0.0134988 -0.999909
42.475 1 0 0.0634565 -0.997985
42.525 1 0 0.113256 -0.993566
42.575 1 0 0.162772 -0.986664
42.625 1 0 0.211881 -0.977295
42.675 1 0 0.260461 -0.965484
42.725 1 0 0.308389 -0.95126
42.775 1 0 0.355547 -0.934658
42.825 1 0 0.401816 -0.91572
42.875 1 0 0.447081 -0.894494
42.925 1 0 0.491228 -0.871031
42.975 1 0 0.534148 -0.845391
43.025 1 0 0.575732 -0.817638
43.075 1 0 0.615877 -0.787842
43.125 1 0 0.654483 -0.756076
43.175 1 0 0.691454 -0.722421
43.225 1 0 0.726695 -0.68696
43.275 1 0 0.760121 -0.649782
43.325 1 0 0.791647 -0.610979
43.375 1 0 0.821193 -0.57065
43.425 1 0 0.848688 -0.528894
43.475 1 0 0.874061 -0.485817
43.525 1 0 0.897249 -0.441525
43.575 1 0 0.918195 -0.396129
43.625 1 0 0.936846 -0.349743
43.675 1 0 0.953155 -0.302484
43.725 1 0 0.967081 -0.254468
43.775 1 0 0.978591 -0.205816
43.825 1 0 0.987654 -0.156649
43.875 1 0 0.994249 -0.107091
43.925 1 0 0.998359 -0.0572658
43.975 1 0 0.999973 -0.00729709
44.025 1 0 0.999088 0.0426899
44.075 1 0 0.995706 0.0925701
44.125 1 0 0.989835 0.142219
44.175 1 0 0.98149 0.191512
44.225 1 0 0.970692 0.240327
44.275 1 0 0.957467 0.288541
44.325 1 0 0.94185 0.336034
44.375 1 0 0.923878 0.382687
44.425 1 0 0.903597 0.428383
44.475 1 0 0.881058 0.473009
44.525 1 0 0.856316 0.516452
44.575 1 0 0.829434 0.558605
44.625 1 0 0.800479 0.599361
44.675 1 0 0.769523 0.638619
44.725 1 0 0.736643 0.676281
44.775 1 0 0.701923 0.712253
44.825 1 0 0.665448 0.746444
44.875 1 0 0.627309 0.77877
44.925 1 0 0.587603 0.809149
44.975 1 0 0.546428 0.837506
45.025 1 0 0.503887 0.863769
45.075 1 0 0.460087 0.887874
45.125 1 0 0.415137 0.909759
45.175 1 0 0.369149 0.92937
45.225 1 0 0.322239 0.946658
45.275 1 0 0.274523 0.961581
45.325 1 0 0.226121 0.974099
45.375 1 0 0.177154 0.984183
45.425 1 0 0.127743 0.991807
45.475 1 0 0.0780141 0.996952
45.525 1 0 0.0280898 0.999605
45.575 1 0 -0.0219048 0.99976
45.625 1 0 -0.0718446 0.997416
45.675 1 0 -0.121605 0.992579
45.725 1 0 -0.171061 0.98526
45.775 1 0 -0.22009 0.97548
45.825 1 0 -0.268568 0.963261
45.875 1 0 -0.316376 0.948634
45.925 1 0 -0.363392 0.931636
45.975 1 0 -0.409501 0.91231
46.025 1 0 -0.454585 0.890703
46.075 1 0 -0.498534 0.86687
46.125 1 0 -0.541236 0.840871
46.175 1 0 -0.582586 0.812769
46.225 1 0 -0.622479 0.782636
46.275 1 0 -0.660817 0.750547
46.325 1 0 -0.697503 0.716582
46.375 1 0 -0.732445 0.680826
46.425 1 0 -0.765557 0.643368
46.475 1 0 -0.796755 0.604302
46.525 1 0 -0.825962 0.563726
46.575 1 0 -0.853104 0.52174
46.625 1 0 -0.878114 0.478451
46.675 1 0 -0.900929 0.433966
46.725 1 0 -0.921493 0.388396
46.775 1 0 -0.939753 0.341855
46.825 1 0 -0.955664 0.294459
46.875 1 0 -0.969186 0.246328
46.925 1 0 -0.980287 0.197581
46.975 1 0 -0.988936 0.14834
47.025 1 0 -0.995114 0.0987287
47.075 1 0 -0.998805 0.0488703
47.125 1 0 -0.999999 -0.0011102
47.175 1 0 -0.998694 -0.0510879
47.225 1 0 -0.994893 -0.100938
47.275 1 0 -0.988605 -0.150536
47.325 1 0 -0.979845 -0.199757
47.375 1 0 -0.968637 -0.248479
47.425 1 0 -0.955008 -0.296581
47.475 1 0 -0.938991 -0.34394
47.525 1 0 -0.920628 -0.390441
47.575 1 0 -0.899964 -0.435965
47.625 1 0 -0.87705 -0.4804
47.675 1 0 -0.851944 -0.523633
47.725 1 0 -0.824708 -0.565558
47.775 1 0 -0.795411 -0.60607
47.825 1 0 -0.764127 -0.645066
47.875 1 0 -0.730932 -0.682451
47.925 1 0 -0.69591 -0.718129
47.975 1 0 -0.659149 -0.752013
48.025 1 0 -0.62074 -0.784017
48.075 1 0 -0.58078 -0.814061
48.125 1 0 -0.539368 -0.84207
48.175 1 0 -0.496608 -0.867975
48.225 1 0 -0.452606 -0.89171
48.275 1 0 -0.407474 -0.913217
48.325 1 0 -0.361323 -0.932441
48.375 1 0 -0.314269 -0.949334
48.425 1 0 -0.266429 -0.963855
48.475 1 0 -0.217923 -0.975966
48.525 1 0 -0.168873 -0.985638
48.575 1 0 -0.119401 -0.992846
48.625 1 0 -0.0696297 -0.997573
48.675 1 0 -0.0196849 -0.999806
48.725 1 0 0.0303092 -0.999541
48.775 1 0 0.0802276 -0.996777
48.825 1 0 0.129945 -0.991521
48.875 1 0 0.179338 -0.983787
48.925 1 0 0.228283 -0.973595
48.975 1 0 0.276657 -0.960969
49.025 1 0 0.32434 -0.945941
49.075 1 0 0.371212 -0.928548
49.125 1 0 0.417156 -0.908835
49.175 1 0 0.462058 -0.88685
49.225 1 0 0.505804 -0.862648
49.275 1 0 0.548286 -0.836291
49.325 1 0 0.589398 -0.807843
49.375 1 0 0.629037 -0.777375
49.425 1 0 0.667103 -0.744965
49.475 1 0 0.703503 -0.710693
49.525 1 0 0.738143 -0.674644
49.575 1 0 0.770939 -0.636909
49.625 1 0 0.801808 -0.597582
49.675 1 0 0.830672 -0.556762
49.725 1 0 0.857461 -0.51455
49.775 1 0 0.882106 -0.471052
49.825 1 0 0.904546 -0.426376
49.875 1 0 0.924726 -0.380635
49.925 1 0 0.942594 -0.333942
49.975 1 0 0.958106 -0.286415
50.025 1 0 0.971223 -0.238171
50.075 1 0 0.981913 -0.189333
50.125 1 0 0.990149 -0.140021
50.175 1 0 0.995909 -0.090359
50.225 1 0 0.999181 -0.0404714
50.275 1 0 0.999955 0.0095174
50.325 1 0 0.998229 0.0594824
50.375 1 0 0.994009 0.109299
50.425 1 0 0.987304 0.158842
50.475 1 0 0.978131 0.207988
50.525 1 0 0.966514 0.256614
50.575 1 0 0.952481 0.304599
50.625 1 0 0.936067 0.351823
50.675 1 0 0.917313 0.398167
50.725 1 0 0.896267 0.443516
50.775 1 0 0.87298 0.487756
50.825 1 0 0.847511 0.530777
50.875 1 0 0.819924 0.572472
50.925 1 0 0.790288 0.612736
50.975 1 0 0.758676 0.651468
51.025 1 0 0.725168 0.688572
51.075 1 0 0.689848 0.723954
51.125 1 0 0.652803 0.757528
51.175 1 0 0.614127 0.789208
51.225 1 0 0.573915 0.818915
51.275 1 0 0.532269 0.846575
51.325 1 0 0.489293 0.87212
51.375 1 0 0.445094 0.895484
51.425 1 0 0.399782 0.91661
51.475 1 0 0.353471 0.935446
51.525 1 0 0.306276 0.951943
51.575 1 0 0.258316 0.96606
51.625 1 0 0.20971 0.977764
51.675 1 0 0.160581 0.987023
51.725 1 0 0.111049 0.993815
51.775 1 0 0.0612404 0.998123
51.825 1 0 0.0112785 0.999936
51.875 1 0 -0.0387115 0.99925
51.925 1 0 -0.0886049 0.996067
51.975 1 0 -0.138277 0.990394
52.025 1 0 -0.187603 0.982245
52.075 1 0 -0.23646 0.971641
52.125 1 0 -0.284727 0.958609
52.175 1 0 -0.332281 0.94318
52.225 1 0 -0.379005 0.925394
52.275 1 0 -0.424782 0.905296
52.325 1 0 -0.469497 0.882934
52.375 1 0 -0.513039 0.858365
52.425 1 0 -0.555298 0.831651
52.475 1 0 -0.596169 0.802859
52.525 1 0 -0.63555 0.772059
52.575 1 0 -0.673343 0.73933
52.625 1 0 -0.709453 0.704753
52.675 1 0 -0.743789 0.668415
52.725 1 0 -0.776266 0.630405
52.775 1 0 -0.806803 0.59082
52.825 1 0 -0.835324 0.549759
52.875 1 0 -0.861756 0.507323
52.925 1 0 -0.886035 0.463619
52.975 1 0 -0.908099 0.418756
53.025 1 0 -0.927893 0.372847
53.075 1 0 -0.945368 0.326005
53.125 1 0 -0.96048 0.278349
53.175 1 0 -0.973191 0.229997
53.225 1 0 -0.98347 0.181071
53.275 1 0 -0.991291 0.131691
53.325 1 0 -0.996634 0.081983
53.375 1 0 -0.999486 0.0320696
53.425 1 0 -0.999839 -0.0179239
53.475 1 0 -0.997694 -0.0678727
53.525 1 0 -0.993055 -0.117652
53.575 1 0 -0.985934 -0.167137
53.625 1 0 -0.976348 -0.216204
53.675 1 0 -0.964322 -0.264731
53.725 1 0 -0.949886 -0.312596
53.775 1 0 -0.933076 -0.35968
53.825 1 0 -0.913933 -0.405865
53.875 1 0 -0.892506 -0.451035
53.925 1 0 -0.868848 -0.495078
53.975 1 0 -0.843019 -0.537884
54.025 1 0 -0.815082 -0.579345
54.075 1 0 -0.785109 -0.619358
54.125 1 0 -0.753172 -0.657823
54.175 1 0 -0.719354 -0.694644
54.225 1 0 -0.683737 -0.729729
54.275 1 0 -0.646411 -0.762989
54.325 1 0 -0.60747 -0.794343
54.375 1 0 -0.56701 -0.823711
54.425 1 0 -0.525133 -0.85102
54.475 1 0 -0.481943 -0.876202
54.525 1 0 -0.437549 -0.899194
54.575 1 0 -0.392062 -0.919939
54.625 1 0 -0.345594 -0.938384
54.675 1 0 -0.298262 -0.954484
54.725 1 0 -0.250185 -0.968198
54.775 1 0 -0.201483 -0.979492
54.825 1 0 -0.152277 -0.988338
54.875 1 0 -0.10269 -0.994713
54.925 1 0 -0.0528468 -0.998603
54.975 1 0 -0.00287143 -0.999996
55.025 1 0 0.0471111 -0.99889
55.075 1 0 0.0969759 -0.995287
55.125 1 0 0.146598 -0.989196
55.175 1 0 0.195854 -0.980633
55.225 1 0 0.244621 -0.969619
55.275 1 0 0.292776 -0.956181
55.325 1 0 0.340199 -0.940353
55.375 1 0 0.386772 -0.922175
55.425 1 0 0.432378 -0.901692
55.475 1 0 0.476904 -0.878956
55.525 1 0 0.520237 -0.854022
55.575 1 0 0.56227 -0.826954
55.625 1 0 0.602898 -0.797818
55.675 1 0 0.642019 -0.766689
55.725 1 0 0.679535 -0.733643
55.775 1 0 0.715353 -0.698764
55.825 1 0 0.749382 -0.662138
55.875 1 0 0.781539 -0.623857
55.925 1 0 0.811742 -0.584016
55.975 1 0 0.839916 -0.542716
56.025 1 0 0.865991 -0.50006
56.075 1 0 0.889901 -0.456153
56.125 1 0 0.911587 -0.411107
56.175 1 0 0.930995 -0.365033
56.225 1 0 0.948075 -0.318046
56.275 1 0 0.962786 -0.270265
56.325 1 0 0.97509 -0.221808
56.375 1 0 0.984958 -0.172796
56.425 1 0 0.992363 -0.123353
56.475 1 0 0.997288 -0.0736012
56.525 1 0 0.99972 -0.0236656
56.575 1 0 0.999653 0.0263292
56.625 1 0 0.997088 0.0762581
56.675 1 0 0.992031 0.125996
56.725 1 0 0.984494 0.17542
56.775 1 0 0.974496 0.224405
56.825 1 0 0.962063 0.272829
56.875 1 0 0.947224 0.320571
56.925 1 0 0.930019 0.367512
56.975 1 0 0.910489 0.413534
57.025 1 0 0.888683 0.458523
57.075 1 0 0.864655 0.502365
57.125 1 0 0.838467 0.544952
57.175 1 0 0.810183 0.586177
57.225 1 0 0.779874 0.625937
57.275 1 0 0.747615 0.664132
57.325 1 0 0.713488 0.700667
57.375 1 0 0.677578 0.735451
57.425 1 0 0.639974 0.768397
57.475 1 0 0.60077 0.799422
57.525 1 0 0.560065 0.828449
57.575 1 0 0.51796 0.855405
57.625 1 0 0.47456 0.880223
57.675 1 0 0.429974 0.902841
57.725 1 0 0.384313 0.923203
57.775 1 0 0.337692 0.941257
57.825 1 0 0.290227 0.956958
57.875 1 0 0.242036 0.970267
57.925 1 0 0.193241 0.981151
57.975 1 0 0.143962 0.989583
58.025 1 0 0.0943237 0.995542
58.075 1 0 0.0444494 0.999012
58.125 1 0 -0.00553588 0.999985
58.175 1 0 -0.0555074 0.998458
58.225 1 0 -0.10534 0.994436
58.275 1 0 -0.15491 0.987929
58.325 1 0 -0.204092 0.978952
58.375 1 0 -0.252764 0.967528
58.425 1 0 -0.300804 0.953686
58.475 1 0 -0.348093 0.93746
58.525 1 0 -0.394511 0.918891
58.575 1 0 -0.439944 0.898025
58.625 1 0 -0.484276 0.874915
58.675 1 0 -0.527399 0.849618
58.725 1 0 -0.569203 0.822197
58.775 1 0 -0.609584 0.792721
58.825 1 0 -0.648442 0.761264
58.875 1 0 -0.685679 0.727904
58.925 1 0 -0.721202 0.692725
58.975 1 0 -0.754922 0.655814
59.025 1 0 -0.786756 0.617264
59.075 1 0 -0.816623 0.577171
59.125 1 0 -0.844449 0.535636
59.175 1 0 -0.870164 0.492761
59.225 1 0 -0.893705 0.448656
59.275 1 0 -0.915011 0.403428
59.325 1 0 -0.934031 0.357193
59.375 1 0 -0.950716 0.310064
59.425 1 0 -0.965024 0.262161
59.475 1 0 -0.976921 0.213602
59.525 1 0 -0.986376 0.164509
59.575 1 0 -0.993365 0.115005
59.625 1 0 -0.997871 0.0652141
59.675 1 0 -0.999884 0.0152598
59.725 1 0 -0.999397 -0.0347326
59.775 1 0 -0.996412 -0.0846382
59.825 1 0 -0.990936 -0.134332
59.875 1 0 -0.982984 -0.183691
59.925 1 0 -0.972575 -0.23259
59.975 1 0 -0.959735 -0.280908
60.025 1 0 -0.944496 -0.328523
60.075 1 0 -0.926896 -0.375318
60.125 1 0 -0.90698 -0.421174
60.175 1 0 -0.884796 -0.465978
60.225 1 0 -0.860401 -0.509617
60.275 1 0 -0.833856 -0.551982
60.325 1 0 -0.805226 -0.592968
60.375 1 0 -0.774584 -0.632471
60.425 1 0 -0.742005 -0.670394
60.475 1 0 -0.707572 -0.706641
60.525 1 0 -0.671371 -0.741122
60.575 1 0 -0.633491 -0.77375
60.625 1 0 -0.594028 -0.804444
60.675 1 0 -0.55308 -0.833128
60.725 1 0 -0.51075 -0.859729
60.775 1 0 -0.467143 -0.884182
60.825 1 0 -0.422368 -0.906424
60.875 1 0 -0.376538 -0.926401
60.925 1 0 -0.329767 -0.944062
60.975 1 0 -0.282171 -0.959364
61.025 1 0 -0.233871 -0.972268
61.075 1 0 -0.184985 -0.982741
61.125 1 0 -0.135637 -0.990759
61.175 1 0 -0.0859506 -0.996299
61.225 1 0 -0.0360489 -0.99935
61.275 1 0 0.0139428 -0.999903
61.325 1 0 0.0638997 -0.997956
61.375 1 0 0.113697 -0.993515
61.425 1 0 0.16321 -0.986591
61.475 1 0 0.212315 -0.977201
61.525 1 0 0.260889 -0.965369
61.575 1 0 0.308812 -0.951123
61.625 1 0 0.355962 -0.9345
61.675 1 0 0.402223 -0.915542
61.725 1 0 0.447478 -0.894295
61.775 1 0 0.491615 -0.870813
61.825 1 0 0.534523 -0.845154
61.875 1 0 0.576095 -0.817383
61.925 1 0 0.616227 -0.787568
61.975 1 0 0.654819 -0.755786
62.025 1 0 0.691774 -0.722114
62.075 1 0 0.727 -0.686637
62.125 1 0 0.760409 -0.649444
62.175 1 0 0.791918 -0.610628
62.225 1 0 0.821447 -0.570285
62.275 1 0 0.848923 -0.528517
62.325 1 0 0.874276 -0.485428
62.375 1 0 0.897445 -0.441126
62.425 1 0 0.918371 -0.395721
62.475 1 0 0.937001 -0.349327
62.525 1 0 0.953289 -0.30206
62.575 1 0 0.967194 -0.254038
62.625 1 0 0.978682 -0.205381
62.675 1 0 0.987724 -0.156211
62.725 1 0 0.994297 -0.10665
62.775 1 0 0.998384 -0.0568224
62.825 1 0 0.999977 -0.00685302
62.8319 1 0 1 -2.44929e-15
